zone_or_farm,price_id,method,ERRF,capacity,exceedance,coverage,width,TUWR,TOWR,ARD,under_gap,over_gap
Farm_A,R01,ACI,0.47299084731881968,0.43416961848230529,0.038821228836514399,0.71997853104955134,0.47138041756300381,0.029314840812405901,0.80352016833987061,0.13754888265096671,,
Farm_A,R01,AgACI,0.4941978208249429,0.4568287454894841,0.037369075335458898,0.73217715144501982,0.49684011082949681,0.072898619550307006,0.79745095340095595,0.15750929615173309,,
Farm_A,R01,CART,0.40835018864335337,0.35675743199952231,0.051592756643831103,0.61909593887091252,0.38440043275088809,0.26257175195876309,0.48780358847545607,0.084784657227826798,,
Farm_A,R01,CLARA,0.40938148659093387,0.36185618174094281,0.047525304849990797,0.64245712169948199,0.39012936504461498,0.15217103725755041,0.59407707897475914,0.081801600212261794,0.012810111875640001,0.068991488336621706
Farm_A,R01,CLARA_online,0.40956419070759109,0.36249369665654851,0.0470704940510423,0.64413998876872858,0.39084567393855452,0.1386913134965109,0.60190399098096048,0.078501143269756796,0.0102768087627223,0.068224334507034495
Farm_A,R01,Cost_update_only,0.40648311265104398,0.35862787642959248,0.047855236221451103,0.63857438850745896,0.38650205570601998,0.1632838783820583,0.57592915206602047,0.079811501953588104,0.013707816684781601,0.066103685268806403
Farm_A,R01,EEE,0.42781100839041009,0.38416608121713652,0.043644927173273597,0.64308503895423086,0.41519666782685571,0.18869044070968249,0.59606028030688463,0.093774527621592399,0.019143047115821401,0.074631480505770897
Farm_A,R01,EnbPI-RH,0.38374792351047959,0.32696794996533202,0.056779973545147501,0.60515552455090194,0.35092910462258448,0.2897778179087549,0.42143877091410498,0.0716685863232642,,
Farm_A,R01,LinUCB,0.38340523063422488,0.32647587686493029,0.056929353769294602,0.60400558534777982,0.35037621349853748,0.2878772009470365,0.42619431864297308,0.077700500334988307,,
Farm_A,R01,Reliability_update_only,0.41285506418324691,0.36607490342783788,0.046780160755408702,0.64856725456152609,0.39486950177146268,0.12766585120704951,0.62739722134581899,0.081263834604731203,0.0095166088436017,0.071747225761129504
Farm_A,R01,Static,0.37787848898102872,0.3186980109314127,0.059180478049616,0.59648568579973515,0.34163703829233799,0.32926772148079758,0.40423095038346912,0.079882516511337098,,
Farm_A,R01,TSC,0.38393533250455059,0.3266451128562432,0.057290219648307397,0.60190176328692546,0.35056636629776061,0.29086496481361601,0.4295534968999784,0.073844998908276699,0.0296150187281236,0.044229980180152999
Farm_A,R02,ACI,0.51181207615533419,0.43416961848230529,0.077642457673028797,0.71997853104955134,0.47138041756300381,0.029314840812405901,0.80352016833987061,0.13754888265096671,,
