tau,price_id,ERRF,TUWR,coverage_deficiency,ramp_fraction,backoff_fraction,ERRF_change_vs_012_pct,TUWR_change_vs_012_pp,TUWR_pct
0.080000000000000002,ALL,2.844406364433425,0.1129402378086313,0.0039356001141781002,0.61756936101792947,0.3388216258764708,-0.011962296450740401,0.18925602220514201,11.29402378086313
0.10000000000000001,ALL,2.844764130402524,0.1113059799552235,0.0038835546814341001,0.55053853633011607,0.33871787128218528,0.00061407718370259999,0.025830236864363101,11.130597995522349
0.12,ALL,2.8447466614623416,0.1110476775865798,0.0039645304998536003,0.49165213218344672,0.33872399748923609,0,0,11.10476775865798
0.14000000000000001,ALL,2.8443902923437108,0.11174308576478829,0.0041406404987537997,0.43933802941923822,0.33879044337232572,-0.0125272708272561,0.069540817820849796,11.174308576478827
0.16,ALL,2.8436538804936022,0.1132657520854353,0.0043907941671997002,0.393087723142103,0.33886581607713639,-0.038413999515074501,0.2218074498855471,11.326575208543529
0.17999999999999991,ALL,2.8429877635847882,0.1147226761977983,0.0046357269709786002,0.35149767696826228,0.33888390734566293,-0.061829684216940697,0.36749986112184208,11.47226761977983
