price_id,ERRF,ERRF_fixed,reduction_pct,ci95_low,ci95_high
R01,1.6432419163456096,1.7863079154426109,8.009033485223771,7.4213775739004006,8.6271788840481136
R02,1.872200328028256,1.9544956929707891,4.2105677305149918,3.8287916044801991,4.6079129409850568
R05P6179775281,2.562995292567118,2.562995292567118,0,0,0
R10,3.2839184373149708,3.2999979131962127,0.48725715301037859,0.3463862277341539,0.62536932146037483
R20,4.8634103452619133,4.9818756884779933,2.3779265205285061,2.157544977146554,2.6008283995314918
ALL,2.845153263903573,2.9171345005309446,2.467532320305077,2.3963620955133176,2.5327152876585131
