price_id,target_predictor,source_predictor,ERRF,matched_ERRF,change_pct,ci95_low,ci95_high,zones_increase,zones_decrease
R01,MLP,QRLSTM,1.556696391168097,1.5695493049586733,-0.8188920061300453,-1.098944877552222,-0.5420012913214304,0,10
R01,QRLSTM,Ridge,1.557782829782769,1.5485755541135244,0.5945641880234387,0.3580291222597076,0.8181182465493148,9,1
R01,QRLSTM,GBR,1.5476867420394143,1.5485755541135244,-0.05739546073481039,-0.18670337539166415,0.07595175077483306,5,5
R01,QRLSTM,MLP,1.5640241905971055,1.5485755541135244,0.9976030192743623,0.750926592806746,1.2366192615778935,10,0
R01,QRLSTM,QRLSTM,1.5485755541135244,1.5485755541135244,0.0,0.0,0.0,0,0
R02,Ridge,Ridge,1.8493270297752091,1.8493270297752091,0.0,0.0,0.0,0,0
R02,Ridge,GBR,1.8487881146734135,1.8493270297752091,-0.029141146650579763,-0.11739014440194012,0.08403250416185051,3,7
R02,Ridge,MLP,1.8645016864580573,1.8493270297752091,0.8205502022372135,0.6635973858877708,0.9678169433788674,10,0
R02,Ridge,QRLSTM,1.8562808207031953,1.8493270297752091,0.3760173736730321,0.28718387845602933,0.4680774666427206,10,0
R02,GBR,Ridge,1.8269150645368029,1.8243573690471167,0.14019706517380826,0.09636680880147741,0.17950628511097022,10,0
R02,GBR,GBR,1.8243573690471167,1.8243573690471167,0.0,0.0,0.0,0,0
R02,GBR,MLP,1.8344155411744218,1.8243573690471167,0.5513268561279094,0.38979639570614066,0.664912005538354,9,1
R02,GBR,QRLSTM,1.8287365354219087,1.8243573690471167,0.24003884595700242,0.08813944146886021,0.3347356940937074,9,1
R02,MLP,Ridge,1.8175240316987373,1.8248916797004455,-0.40373070268573397,-0.6791275997822149,-0.14136156883171913,2,8
R02,MLP,GBR,1.8119296100912816,1.8248916797004455,-0.7102925479550493,-0.9414806570331774,-0.4911911682856141,0,10
R02,MLP,MLP,1.8248916797004455,1.8248916797004455,0.0,0.0,0.0,0,0
R02,MLP,QRLSTM,1.815632475413252,1.8248916797004455,-0.5073837746201737,-0.7310697109571237,-0.28718839446117056,0,10
R02,QRLSTM,Ridge,1.8015087369904446,1.7968763736146236,0.2578008951446442,0.08691671802616152,0.4224690141755305,7,3
R02,QRLSTM,GBR,1.7950402342538507,1.7968763736146236,-0.10218506891931378,-0.20126564869945185,0.002113491293153065,3,7
R02,QRLSTM,MLP,1.808956593690929,1.7968763736146236,0.672289994664732,0.5092638671304556,0.8220096581792052,10,0
R02,QRLSTM,QRLSTM,1.7968763736146236,1.7968763736146236,0.0,0.0,0.0,0,0
R05P6179775281,Ridge,Ridge,2.549108105526358,2.549108105526358,0.0,0.0,0.0,0,0
R05P6179775281,Ridge,GBR,2.54759871808594,2.549108105526358,-0.05921237460058126,-0.1773787181230646,0.06642151352297948,4,6
R05P6179775281,Ridge,MLP,2.5613705137781593,2.549108105526358,0.4810470071950679,0.3103167780074073,0.6319277048038157,9,1
R05P6179775281,Ridge,QRLSTM,2.5554615256037168,2.549108105526358,0.24924090365507912,0.07121366348645797,0.43019590399095076,7,3
R05P6179775281,GBR,Ridge,2.4821659281841773,2.47476856984521,0.29891111553230765,0.23281039627141398,0.3565087153978719,10,0
