price_id,method,mean_errf,mean_capacity_cost,mean_exceedance_cost,coverage,width,interval_score,tuwr,towr,ard,under_gap,over_gap,multiplier,ERRF,TUWR_pct
ALL,TOL_0.5,2.87721109684369,1.6225792721241579,1.254631824719532,0.6566678902917417,0.4549583060738053,0.6711046807873862,0.05450427055820106,0.46843537235378213,0.08253278472939915,0.0066542520330878634,0.07587853269631128,0.5,2.87721109684369,5.450427055820106
ALL,TOL_1,2.8531157841501114,1.575132476092643,1.2779833080574687,0.643748202004257,0.44163055437955956,0.6727088240358378,0.10230637955319237,0.42427228355141605,0.08235096587458604,0.01312431703019858,0.06922664884438748,1.0,2.8531157841501114,10.230637955319237
ALL,TOL_2,2.839927109599297,1.55011030940625,1.2898168001930472,0.6363971360450624,0.43460185587214584,0.6760906892306391,0.13513402608342356,0.40451586649674354,0.08400254738832985,0.01768439096744274,0.0663181564208871,2.0,2.839927109599297,13.513402608342357
