price_id,method,mean_errf,mean_capacity_cost,mean_exceedance_cost,coverage,width,interval_score,tuwr,towr,ard,under_gap,over_gap
R20,NMIN_10,4.881792328900077,1.7025069221651017,3.179285406734975,0.6880586477589271,0.4774098931639581,0.6765715813284208,0.03714661606440289,0.6324430682755603,0.10732609849498835,0.0032912858484543247,0.10403481264653403
R20,NMIN_20,4.881719294988544,1.7025480415957088,3.1791712533928354,0.6880675566042249,0.47742144356581406,0.6765215782881988,0.037192131650675045,0.6324999674872315,0.10733930785075944,0.0032933939490402396,0.10404591390171922
R20,NMIN_30,4.8814822052684,1.7026611901196476,3.1788210151487526,0.688106474168586,0.4774532268590552,0.676516188661689,0.0371279775877432,0.6326677355182883,0.10737096392682673,0.0032885489599086943,0.10408241496691802
R20,NMIN_50,4.880624808913852,1.702861087695307,3.1777637212185446,0.6882050436520893,0.477509377863454,0.6765955166189361,0.037158615481279064,0.6327443741186426,0.10747152780665836,0.0032898365584470533,0.1041816912482113
R20,NU_0,4.883189716571661,1.7016533960531703,3.1815363205184903,0.6878733489727479,0.4771701386381347,0.6764442205527634,0.0373178003836787,0.6315863063741771,0.10716321263517951,0.003302424047753186,0.10386078858742631
R20,NU_10,4.881886628977731,1.7022240386896133,3.1796625902881184,0.6880348156186844,0.47733043151354,0.6764760679160113,0.037248224159812014,0.6320599354803704,0.10732003623099058,0.003299371594156402,0.10402066463683417
R20,NU_100,4.874697854462207,1.706090433503712,3.168607420958496,0.6890320445443734,0.4784164974725565,0.6767743646623059,0.036976198351389905,0.636379254136276,0.10825667422002112,0.0032602244889900606,0.10499644973103106
R20,NU_30,4.87980007892411,1.7032488162342188,3.1765512626898915,0.6882861173171755,0.4776182903743842,0.6765462896687543,0.03730588827494955,0.6333533382239103,0.10757034534355689,0.003298496268549109,0.10427184907500778
R20,NU_60,4.87742687464164,1.7047628945643418,3.172663980077298,0.6886474162572299,0.47804359327610413,0.676653794600508,0.03713532445573504,0.6348644801461398,0.10790206240888348,0.003279060517132313,0.10462300189175114
R20,TOL_0.5,4.870139571924173,1.7201669862910833,3.1499725856330896,0.691566191102875,0.48237058533417765,0.6774357787204601,0.02991750859503326,0.6482122542262323,0.10937703000472458,0.002528947249277261,0.1068480827554473
R20,TOL_1,4.8806939237628155,1.702872387193101,3.1778215365697147,0.688196365957974,0.4775125518796882,0.6765619699321281,0.03717284065385153,0.6327407277708407,0.10746078791470932,0.0032886240256166715,0.10417216388909264
R20,TOL_2,4.8829176707515085,1.6960980423964915,3.186819628355017,0.6870053293069115,0.475609646037944,0.6781905068845042,0.04506417696936317,0.6291944871030953,0.10772434312410366,0.0040295189035796045,0.10369482422052405
Rref,CLARA,2.5655471010626147,1.6136891706996401,0.951857930362975,0.6634505798036774,0.45246108657253625,0.6722029499152329,0.07442569392861637,0.5165879343511037,0.09286515865865944,0.008531237422224792,0.08433392123643464
Rref,NMIN_10,2.565749225613732,1.6138199515780556,0.9519292740356763,0.6634423998723493,0.4524978227743385,0.6722639958993688,0.07443988310096732,0.5166450830694005,0.09288768212412446,0.008547171326406842,0.08434051079771762
Rref,NMIN_20,2.5657519196796748,1.6138361161180164,0.9519158035616586,0.6634421676933945,0.4525023633754509,0.6722124168293999,0.07446813253131468,0.5166487138560217,0.09288292257529358,0.008545138715096493,0.0843377838601971
Rref,NMIN_30,2.565718274625843,1.6138888519216141,0.9518294227042284,0.6634691171711433,0.4525171768034279,0.6722006261132323,0.07438087104846453,0.5167154307171017,0.09289401948416873,0.008536991552560052,0.08435702793160868
Rref,NMIN_50,2.5655240855169112,1.6136616932186982,0.951862392298213,0.6634517977872434,0.45245336817901327,0.6722375708770538,0.0744062887084522,0.5165552595609928,0.09286150240064338,0.008528505023079103,0.08433299737756426
Rref,NU_0,2.566133029425038,1.6135305434383365,0.9526024859867013,0.6633048374687269,0.45241652835306906,0.6722079041153414,0.07400425265199186,0.5157563152081897,0.09260451885648352,0.008475532933552073,0.08412898592293146
Rref,NU_10,2.5659186120298068,1.6136826662112949,0.9522359458185117,0.6633862765120571,0.4524592594690686,0.6722283673427512,0.07420797402005136,0.5160743049408454,0.09273825298824909,0.008501366797919534,0.08423688619032955
