zone,price_id,method,mean_errf,mean_capacity_cost,mean_exceedance_cost,coverage,width,interval_score,tuwr,towr,ard,under_gap,over_gap
zone10,R20,NMIN_50,5.422187667143482,1.9095497453190935,3.5126379218243886,0.682377064924989,0.5355539886430247,0.743965266668743,0.035004460901293936,0.6260718847156757,0.10117215257731836,0.002860525911007295,0.09831162666631106
zone10,R20,NU_0,5.425701838044239,1.9079030424543462,3.5177987955898917,0.681947260286012,0.5350914316585452,0.7439011345102327,0.03524814018287262,0.6254523592760027,0.1007728983254592,0.002878001356205103,0.09789489696925409
zone10,R20,NU_10,5.422785141938726,1.9091748937111281,3.5136102482275975,0.6823600952728668,0.535448693247529,0.7438335979523398,0.03511685296529397,0.6264607160911497,0.1011637671720665,0.002865985356836998,0.09829778181522951
zone10,R20,NU_100,5.411768901768108,1.9134033751406432,3.498365526627464,0.683422150638317,0.536636468929977,0.743904453154515,0.0343371250160457,0.6308714630374005,0.10209008594326312,0.0027780009963814427,0.09931208494688168
zone10,R20,NU_30,5.419191552897503,1.9106134770127574,3.508578075884746,0.682677906263336,0.5358527896805708,0.7439052166156993,0.0351142303430892,0.6274192337112091,0.10150442715244265,0.0028707562229241665,0.09863367092951848
zone10,R20,NU_60,5.416108889202943,1.912017526248865,3.5040913629540777,0.6829542655115663,0.5362471855334101,0.7438430158402916,0.03475010870999359,0.628055459066824,0.10170294154722823,0.0028333811407315244,0.09886956040649669
zone10,R20,TOL_0.5,5.414821266337784,1.920132683818538,3.4946885825192453,0.684890612662462,0.5385267241765765,0.7435860917202346,0.028257360652294134,0.6398047354686016,0.10244636823298178,0.002192191690487518,0.10025417654249426
zone10,R20,TOL_1,5.42223622355091,1.9095551913419713,3.512681032208939,0.6823738196684007,0.535555518424732,0.7440546551303296,0.03509117885038595,0.6260718847156757,0.10117524786888994,0.0028637990528127136,0.09831144881607724
zone10,R20,TOL_2,5.426124123377507,1.9040770196052978,3.5220471037722096,0.6811489163232198,0.5340167061391496,0.7458527592459196,0.04264707054288811,0.6226334386486801,0.1013086640234898,0.003563477952597714,0.09774518607089208
zone10,Rref,CLARA,2.8776519105490395,1.8343605457136707,1.0432913648353692,0.6595152436087023,0.5144334269561083,0.744076761975368,0.06879167144184867,0.5173596500726031,0.08693401006976112,0.007285566792682029,0.07964844327707908
zone10,Rref,NMIN_10,2.8777490517173105,1.8339607536695062,1.0437882980478044,0.659415082481824,0.5143211258201071,0.7446289470780625,0.068991152605132,0.5168815511165752,0.08689000710171867,0.0073254288596124794,0.07956457824210618
zone10,Rref,NMIN_20,2.8777537054510858,1.8340559501054376,1.0436977553456486,0.6594410349813034,0.5143478663919979,0.7441042967442338,0.06898581036420283,0.5168460041382413,0.08690844683544297,0.00732135292782984,0.07958709390761312
zone10,Rref,NMIN_30,2.8776620508770216,1.8341419228832687,1.0435201279937527,0.6595009971492243,0.514372016048692,0.7441058603693204,0.0688663645012874,0.5170953850978289,0.08696082705972923,0.007316361130485648,0.07964446592924358
zone10,Rref,NMIN_50,2.877644932148058,1.8343576509809143,1.0432872811671436,0.659516859669856,0.5144326138289296,0.7440761717676743,0.06877678766170267,0.5173596500726031,0.08693234463727605,0.007283875041610885,0.07964846959566517
zone10,Rref,NU_0,2.8782661730962276,1.8337806891107844,1.0444854839854432,0.6593672215395093,0.5142705458878818,0.7442979418770753,0.06819911908016403,0.5162482104792455,0.08662913424431079,0.007202985932622331,0.07942614831168845
