tau,price_id,ERRF,TUWR,coverage_deficiency,ramp_fraction,backoff_fraction,ERRF_change_vs_012_pct,TUWR_change_vs_012_pp,TUWR_pct
0.08,ALL,2.844406364433425,0.1129402378086313,0.0039356001141781,0.6175693610179295,0.3388216258764708,-0.0119622964507404,0.189256022205142,11.29402378086313
0.1,ALL,2.844764130402524,0.1113059799552235,0.0038835546814341,0.5505385363301161,0.3387178712821853,0.0006140771837026,0.0258302368643631,11.130597995522349
0.12,ALL,2.8447466614623416,0.1110476775865798,0.0039645304998536,0.4916521321834467,0.3387239974892361,0.0,0.0,11.10476775865798
0.14,ALL,2.8443902923437108,0.1117430857647883,0.0041406404987538,0.4393380294192382,0.3387904433723257,-0.0125272708272561,0.0695408178208498,11.174308576478829
0.16,ALL,2.8436538804936022,0.1132657520854353,0.0043907941671997,0.393087723142103,0.3388658160771364,-0.0384139995150745,0.2218074498855471,11.32657520854353
0.1799999999999999,ALL,2.8429877635847878,0.1147226761977983,0.0046357269709786,0.3514976769682623,0.3388839073456629,-0.0618296842169407,0.3674998611218421,11.47226761977983
