method,R01,R02,R05P6179775281,R10,R20
CLARA_online,6.8882369413203248,4.2598006257904109,0,0,0
TSC,2.018008374139324,0.1282019975251236,0.31620202216582349,2.426066916417557,1.3558028955474422
LinUCB,0,0,0.26659742732766389,2.082326769794518,2.5990833175371986
CART,10.634946367578246,6.9323766054223412,0.1587269111507971,1.881977224973963,4.5426746439162446
EEE,16.562872134656772,9.9573694375650437,1.4830252267238997,2.9391737396070594,5.6386382187943784
EnbPI-RH,3.2912113057957049,1.092739832126588,1.8638146116620733,9.6065007919708272,20.104688490476374
ACI,31.301541672992261,22.188135077129711,8.8526815974597781,7.5400500287489116,6.8711088808991914
Static,1.0432088783996374,0.31728903879830739,4.2993594810690983,14.388671547896161,27.818150132947679
AgACI,36.686152762487787,26.718531845360371,11.747638393343562,9.5329533447335209,7.7709546244740801
