zone_or_farm,price_id,predictor,horizon_steps,target_coverage,method,excess_ERRF_pct
zone10,R02,QRLSTM,6,0.29999999999999999,Static,0
zone10,R02,QRLSTM,6,0.40000000000000002,Static,0
zone10,R02,QRLSTM,6,0.5,Static,0
zone10,R02,QRLSTM,6,0.59999999999999998,Static,0
zone10,R02,QRLSTM,6,0.69999999999999996,Static,0
zone10,R02,QRLSTM,6,0.80000000000000004,Static,0
zone10,R02,QRLSTM,6,0.90000000000000002,Static,0
zone10,R02,QRLSTM,6,0.94999999999999996,Static,0
zone10,R02,QRLSTM,6,0.98999999999999999,Static,0.53199762267286399
zone10,R02,QRLSTM,12,0.10000000000000001,Static,0
zone10,R02,QRLSTM,12,0.20000000000000001,Static,0
zone10,R02,QRLSTM,12,0.29999999999999999,Static,0
zone10,R02,QRLSTM,12,0.40000000000000002,Static,0
zone10,R02,QRLSTM,12,0.5,Static,0
zone10,R02,QRLSTM,12,0.59999999999999998,Static,0
zone10,R02,QRLSTM,12,0.69999999999999996,Static,0
zone10,R02,QRLSTM,12,0.80000000000000004,Static,0
zone10,R02,QRLSTM,12,0.90000000000000002,Static,0
zone10,R02,QRLSTM,12,0.94999999999999996,Static,0
zone10,R02,QRLSTM,12,0.98999999999999999,Static,0
zone10,R02,QRLSTM,24,0.10000000000000001,Static,0
zone10,R02,QRLSTM,24,0.20000000000000001,Static,0
zone10,R02,QRLSTM,24,0.29999999999999999,Static,0
zone10,R02,QRLSTM,24,0.40000000000000002,Static,0
zone10,R02,QRLSTM,24,0.5,Static,0
zone10,R02,QRLSTM,24,0.59999999999999998,Static,0
zone10,R02,QRLSTM,24,0.69999999999999996,Static,0.076041365242396353
zone10,R02,QRLSTM,24,0.80000000000000004,Static,0.052903008757887449
zone10,R02,QRLSTM,24,0.90000000000000002,Static,0.40722579495069411
zone10,R02,QRLSTM,24,0.94999999999999996,Static,0.41955547887944089
zone10,R02,QRLSTM,24,0.98999999999999999,Static,0.92874392895485602
zone10,R02,Ridge,1,0.10000000000000001,Static,0
zone10,R02,Ridge,1,0.20000000000000001,Static,0
zone10,R02,Ridge,1,0.29999999999999999,Static,0
zone10,R02,Ridge,1,0.40000000000000002,Static,0
zone10,R02,Ridge,1,0.5,Static,0
zone10,R02,Ridge,1,0.59999999999999998,Static,0
zone10,R02,Ridge,1,0.69999999999999996,Static,0
zone10,R02,Ridge,1,0.80000000000000004,Static,0
zone10,R02,Ridge,1,0.90000000000000002,Static,0
zone10,R02,Ridge,1,0.94999999999999996,Static,0
zone10,R02,Ridge,1,0.98999999999999999,Static,0
zone10,R02,Ridge,3,0.10000000000000001,Static,0
zone10,R02,Ridge,3,0.20000000000000001,Static,0
zone10,R02,Ridge,3,0.29999999999999999,Static,0
zone10,R02,Ridge,3,0.40000000000000002,Static,0
zone10,R02,Ridge,3,0.5,Static,0
zone10,R02,Ridge,3,0.59999999999999998,Static,0
zone10,R02,Ridge,3,0.69999999999999996,Static,0
zone10,R02,Ridge,3,0.80000000000000004,Static,0
zone10,R02,Ridge,3,0.90000000000000002,Static,0
zone10,R02,Ridge,3,0.94999999999999996,Static,0
zone10,R02,Ridge,3,0.98999999999999999,Static,0
zone10,R02,Ridge,6,0.10000000000000001,Static,0
zone10,R02,Ridge,6,0.20000000000000001,Static,0
zone10,R02,Ridge,6,0.29999999999999999,Static,0
zone10,R02,Ridge,6,0.40000000000000002,Static,0
zone10,R02,Ridge,6,0.5,Static,0
zone10,R02,Ridge,6,0.59999999999999998,Static,0
zone10,R02,Ridge,6,0.69999999999999996,Static,0
zone10,R02,Ridge,6,0.80000000000000004,Static,0
zone10,R02,Ridge,6,0.90000000000000002,Static,0
zone10,R02,Ridge,6,0.94999999999999996,Static,0
zone10,R02,Ridge,6,0.98999999999999999,Static,0
zone10,R02,Ridge,12,0.10000000000000001,Static,0
zone10,R02,Ridge,12,0.20000000000000001,Static,0
zone10,R02,Ridge,12,0.29999999999999999,Static,0
zone10,R02,Ridge,12,0.40000000000000002,Static,0
zone10,R02,Ridge,12,0.5,Static,0
zone10,R02,Ridge,12,0.59999999999999998,Static,0
zone10,R02,Ridge,12,0.69999999999999996,Static,0
zone10,R02,Ridge,12,0.80000000000000004,Static,0
zone10,R02,Ridge,12,0.90000000000000002,Static,0
zone10,R02,Ridge,12,0.94999999999999996,Static,0
zone10,R02,Ridge,12,0.98999999999999999,Static,0
zone10,R02,Ridge,24,0.10000000000000001,Static,0
zone10,R02,Ridge,24,0.20000000000000001,Static,0
zone10,R02,Ridge,24,0.29999999999999999,Static,0
zone10,R02,Ridge,24,0.40000000000000002,Static,0
zone10,R02,Ridge,24,0.5,Static,0
zone10,R02,Ridge,24,0.59999999999999998,Static,0
zone10,R02,Ridge,24,0.69999999999999996,Static,0
zone10,R02,Ridge,24,0.80000000000000004,Static,0
zone10,R02,Ridge,24,0.90000000000000002,Static,0
zone10,R02,Ridge,24,0.94999999999999996,Static,0
zone10,R02,Ridge,24,0.98999999999999999,Static,0
zone10,R05P6179775281,GBR,1,0.10000000000000001,Static,10.471556137016226
zone10,R05P6179775281,GBR,1,0.20000000000000001,Static,9.5892161191642131
zone10,R05P6179775281,GBR,1,0.29999999999999999,Static,7.3239494279079276
zone10,R05P6179775281,GBR,1,0.40000000000000002,Static,4.6677047494247725
zone10,R05P6179775281,GBR,1,0.5,Static,2.4324693719673274
zone10,R05P6179775281,GBR,1,0.59999999999999998,Static,0.19110043885808281
zone10,R05P6179775281,GBR,1,0.69999999999999996,Static,0
zone10,R05P6179775281,GBR,1,0.80000000000000004,Static,0
zone10,R05P6179775281,GBR,1,0.90000000000000002,Static,0
zone10,R05P6179775281,GBR,1,0.94999999999999996,Static,0
zone10,R05P6179775281,GBR,1,0.98999999999999999,Static,0
zone10,R05P6179775281,GBR,3,0.10000000000000001,Static,10.899478540614215
zone10,R05P6179775281,GBR,3,0.20000000000000001,Static,10.421731949439671
zone10,R05P6179775281,GBR,3,0.29999999999999999,Static,8.2705068956615122
zone10,R05P6179775281,GBR,3,0.40000000000000002,Static,4.7284377480554918
zone10,R05P6179775281,GBR,3,0.5,Static,2.6337597580948779
zone10,R05P6179775281,GBR,3,0.59999999999999998,Static,0.46924875533533861
zone10,R05P6179775281,GBR,3,0.69999999999999996,Static,0
zone10,R05P6179775281,GBR,3,0.80000000000000004,Static,0
zone10,R05P6179775281,GBR,3,0.90000000000000002,Static,0
zone10,R05P6179775281,GBR,3,0.94999999999999996,Static,0
zone10,R05P6179775281,GBR,3,0.98999999999999999,Static,0
zone10,R05P6179775281,GBR,6,0.10000000000000001,Static,11.810023744964916
zone10,R05P6179775281,GBR,6,0.20000000000000001,Static,11.97704344899757
zone10,R05P6179775281,GBR,6,0.29999999999999999,Static,8.7597003489568781
zone10,R05P6179775281,GBR,6,0.40000000000000002,Static,4.4556933656499265
zone10,R05P6179775281,GBR,6,0.5,Static,1.9081909182500079
zone10,R05P6179775281,GBR,6,0.59999999999999998,Static,0.067464246325821264
zone10,R05P6179775281,GBR,6,0.69999999999999996,Static,0
zone10,R05P6179775281,GBR,6,0.80000000000000004,Static,0
zone10,R05P6179775281,GBR,6,0.90000000000000002,Static,0
zone10,R05P6179775281,GBR,6,0.94999999999999996,Static,0
zone10,R05P6179775281,GBR,6,0.98999999999999999,Static,0
zone10,R05P6179775281,GBR,12,0.10000000000000001,Static,13.000880897830648
zone10,R05P6179775281,GBR,12,0.20000000000000001,Static,11.777228419953811
zone10,R05P6179775281,GBR,12,0.29999999999999999,Static,7.3841649223540751
zone10,R05P6179775281,GBR,12,0.40000000000000002,Static,4.4619794041410366
zone10,R05P6179775281,GBR,12,0.5,Static,2.2710403371470234
zone10,R05P6179775281,GBR,12,0.59999999999999998,Static,0.23046682827001508
zone10,R05P6179775281,GBR,12,0.69999999999999996,Static,0
zone10,R05P6179775281,GBR,12,0.80000000000000004,Static,0
zone10,R05P6179775281,GBR,12,0.90000000000000002,Static,0
zone10,R05P6179775281,GBR,12,0.94999999999999996,Static,0
zone10,R05P6179775281,GBR,12,0.98999999999999999,Static,0
zone10,R05P6179775281,GBR,24,0.10000000000000001,Static,13.517855351413566
zone10,R05P6179775281,GBR,24,0.20000000000000001,Static,11.562633061986105
zone10,R05P6179775281,GBR,24,0.29999999999999999,Static,7.0763789384343134
zone10,R05P6179775281,GBR,24,0.40000000000000002,Static,4.2665177276457689
zone10,R05P6179775281,GBR,24,0.5,Static,2.8087786010855265
zone10,R05P6179775281,GBR,24,0.59999999999999998,Static,1.0906161860292363
zone10,R05P6179775281,GBR,24,0.69999999999999996,Static,0.37258138646396599
zone10,R05P6179775281,GBR,24,0.80000000000000004,Static,0.35663000528203259
zone10,R05P6179775281,GBR,24,0.90000000000000002,Static,0
zone10,R05P6179775281,GBR,24,0.94999999999999996,Static,0
zone10,R05P6179775281,GBR,24,0.98999999999999999,Static,0
zone10,R05P6179775281,MLP,1,0.10000000000000001,Static,12.383386434726562
zone10,R05P6179775281,MLP,1,0.20000000000000001,Static,13.698579849117598
zone10,R05P6179775281,MLP,1,0.29999999999999999,Static,13.972982802509915
zone10,R05P6179775281,MLP,1,0.40000000000000002,Static,11.937930366437399
zone10,R05P6179775281,MLP,1,0.5,Static,8.4727604645043577
zone10,R05P6179775281,MLP,1,0.59999999999999998,Static,5.1998106907641173
zone10,R05P6179775281,MLP,1,0.69999999999999996,Static,2.2393538739966745
zone10,R05P6179775281,MLP,1,0.80000000000000004,Static,0
zone10,R05P6179775281,MLP,1,0.90000000000000002,Static,0
zone10,R05P6179775281,MLP,1,0.94999999999999996,Static,0
zone10,R05P6179775281,MLP,1,0.98999999999999999,Static,0
zone10,R05P6179775281,MLP,3,0.10000000000000001,Static,12.397145214065585
zone10,R05P6179775281,MLP,3,0.20000000000000001,Static,13.564232269218879
zone10,R05P6179775281,MLP,3,0.29999999999999999,Static,12.72099571072598
zone10,R05P6179775281,MLP,3,0.40000000000000002,Static,9.8688869991267136
zone10,R05P6179775281,MLP,3,0.5,Static,6.5327486054381545
zone10,R05P6179775281,MLP,3,0.59999999999999998,Static,4.2856440634404747
zone10,R05P6179775281,MLP,3,0.69999999999999996,Static,1.6318687722372882
zone10,R05P6179775281,MLP,3,0.80000000000000004,Static,0
zone10,R05P6179775281,MLP,3,0.90000000000000002,Static,0
zone10,R05P6179775281,MLP,3,0.94999999999999996,Static,0
zone10,R05P6179775281,MLP,3,0.98999999999999999,Static,0
zone10,R05P6179775281,MLP,6,0.10000000000000001,Static,11.066087062300344
zone10,R05P6179775281,MLP,6,0.20000000000000001,Static,11.696984544464328
zone10,R05P6179775281,MLP,6,0.29999999999999999,Static,9.5923859733869854
zone10,R05P6179775281,MLP,6,0.40000000000000002,Static,6.2150448581842932
zone10,R05P6179775281,MLP,6,0.5,Static,4.4404468808929121
zone10,R05P6179775281,MLP,6,0.59999999999999998,Static,2.73112381165177
zone10,R05P6179775281,MLP,6,0.69999999999999996,Static,0.93540666296685337
zone10,R05P6179775281,MLP,6,0.80000000000000004,Static,0
zone10,R05P6179775281,MLP,6,0.90000000000000002,Static,0
zone10,R05P6179775281,MLP,6,0.94999999999999996,Static,0
zone10,R05P6179775281,MLP,6,0.98999999999999999,Static,0
zone10,R05P6179775281,MLP,12,0.10000000000000001,Static,13.657553353789641
zone10,R05P6179775281,MLP,12,0.20000000000000001,Static,13.71611239673558
zone10,R05P6179775281,MLP,12,0.29999999999999999,Static,10.899463585846213
zone10,R05P6179775281,MLP,12,0.40000000000000002,Static,8.4524141079111992
zone10,R05P6179775281,MLP,12,0.5,Static,6.3511941588604071
zone10,R05P6179775281,MLP,12,0.59999999999999998,Static,4.668779313011906
zone10,R05P6179775281,MLP,12,0.69999999999999996,Static,2.2760150138727564
zone10,R05P6179775281,MLP,12,0.80000000000000004,Static,0.19942839952422631
zone10,R05P6179775281,MLP,12,0.90000000000000002,Static,0
zone10,R05P6179775281,MLP,12,0.94999999999999996,Static,0
zone10,R05P6179775281,MLP,12,0.98999999999999999,Static,0
zone10,R05P6179775281,MLP,24,0.10000000000000001,Static,13.348366329938477
zone10,R05P6179775281,MLP,24,0.20000000000000001,Static,11.496940697176194
zone10,R05P6179775281,MLP,24,0.29999999999999999,Static,7.791275691396482
zone10,R05P6179775281,MLP,24,0.40000000000000002,Static,6.5608262346294577
zone10,R05P6179775281,MLP,24,0.5,Static,5.4634112254692502
zone10,R05P6179775281,MLP,24,0.59999999999999998,Static,3.8489099641058733
zone10,R05P6179775281,MLP,24,0.69999999999999996,Static,2.4779956170289941
zone10,R05P6179775281,MLP,24,0.80000000000000004,Static,1.6033780960388322
zone10,R05P6179775281,MLP,24,0.90000000000000002,Static,0.020212546407294418
zone10,R05P6179775281,MLP,24,0.94999999999999996,Static,0.23231532017533585
zone10,R05P6179775281,MLP,24,0.98999999999999999,Static,0.43670218078861733
zone10,R05P6179775281,QRLSTM,1,0.10000000000000001,Static,10.442130236368484
zone10,R05P6179775281,QRLSTM,1,0.20000000000000001,Static,10.495353512264627
zone10,R05P6179775281,QRLSTM,1,0.29999999999999999,Static,9.2873267413598128
zone10,R05P6179775281,QRLSTM,1,0.40000000000000002,Static,7.372690000744897
zone10,R05P6179775281,QRLSTM,1,0.5,Static,4.4612022376025129
zone10,R05P6179775281,QRLSTM,1,0.59999999999999998,Static,2.4462920916310082
zone10,R05P6179775281,QRLSTM,1,0.69999999999999996,Static,0.21139199077688797
zone10,R05P6179775281,QRLSTM,1,0.80000000000000004,Static,0
zone10,R05P6179775281,QRLSTM,1,0.90000000000000002,Static,0
zone10,R05P6179775281,QRLSTM,1,0.94999999999999996,Static,0
zone10,R05P6179775281,QRLSTM,1,0.98999999999999999,Static,0
zone10,R05P6179775281,QRLSTM,3,0.10000000000000001,Static,11.198959146651099
zone10,R05P6179775281,QRLSTM,3,0.20000000000000001,Static,11.453148033746064
zone10,R05P6179775281,QRLSTM,3,0.29999999999999999,Static,9.6125675847969827
zone10,R05P6179775281,QRLSTM,3,0.40000000000000002,Static,6.2526448507008281
zone10,R05P6179775281,QRLSTM,3,0.5,Static,3.8916579283584163
zone10,R05P6179775281,QRLSTM,3,0.59999999999999998,Static,2.0849604245865461
zone10,R05P6179775281,QRLSTM,3,0.69999999999999996,Static,0
zone10,R05P6179775281,QRLSTM,3,0.80000000000000004,Static,0
zone10,R05P6179775281,QRLSTM,3,0.90000000000000002,Static,0
zone10,R05P6179775281,QRLSTM,3,0.94999999999999996,Static,0
zone10,R05P6179775281,QRLSTM,3,0.98999999999999999,Static,0
zone10,R05P6179775281,QRLSTM,6,0.10000000000000001,Static,11.764173693423041
zone10,R05P6179775281,QRLSTM,6,0.20000000000000001,Static,12.118175277231003
zone10,R05P6179775281,QRLSTM,6,0.29999999999999999,Static,9.6128859577625967
zone10,R05P6179775281,QRLSTM,6,0.40000000000000002,Static,6.9342303204992906
zone10,R05P6179775281,QRLSTM,6,0.5,Static,4.68719988555375
zone10,R05P6179775281,QRLSTM,6,0.59999999999999998,Static,2.5582793727213282
zone10,R05P6179775281,QRLSTM,6,0.69999999999999996,Static,0.41360932749063828
zone10,R05P6179775281,QRLSTM,6,0.80000000000000004,Static,0
zone10,R05P6179775281,QRLSTM,6,0.90000000000000002,Static,0
zone10,R05P6179775281,QRLSTM,6,0.94999999999999996,Static,0
zone10,R05P6179775281,QRLSTM,6,0.98999999999999999,Static,0.42256716912267844
zone10,R05P6179775281,QRLSTM,12,0.10000000000000001,Static,11.549460865635663
zone10,R05P6179775281,QRLSTM,12,0.20000000000000001,Static,9.998883821337845
zone10,R05P6179775281,QRLSTM,12,0.29999999999999999,Static,7.7788260699357403
zone10,R05P6179775281,QRLSTM,12,0.40000000000000002,Static,6.0782374139467965
zone10,R05P6179775281,QRLSTM,12,0.5,Static,4.8182202525537177
zone10,R05P6179775281,QRLSTM,12,0.59999999999999998,Static,3.2589834118227357
zone10,R05P6179775281,QRLSTM,12,0.69999999999999996,Static,1.3408683181260761
zone10,R05P6179775281,QRLSTM,12,0.80000000000000004,Static,0
zone10,R05P6179775281,QRLSTM,12,0.90000000000000002,Static,0
zone10,R05P6179775281,QRLSTM,12,0.94999999999999996,Static,0
zone10,R05P6179775281,QRLSTM,12,0.98999999999999999,Static,0.45041568931050158
zone10,R05P6179775281,QRLSTM,24,0.10000000000000001,Static,12.458972132183078
zone10,R05P6179775281,QRLSTM,24,0.20000000000000001,Static,12.332742357608172
zone10,R05P6179775281,QRLSTM,24,0.29999999999999999,Static,9.2197534998794026
zone10,R05P6179775281,QRLSTM,24,0.40000000000000002,Static,7.0506615472122558
zone10,R05P6179775281,QRLSTM,24,0.5,Static,6.0386018835972832
zone10,R05P6179775281,QRLSTM,24,0.59999999999999998,Static,4.1678024812875858
zone10,R05P6179775281,QRLSTM,24,0.69999999999999996,Static,2.9451180840727842
zone10,R05P6179775281,QRLSTM,24,0.80000000000000004,Static,1.8775797771473757
zone10,R05P6179775281,QRLSTM,24,0.90000000000000002,Static,0.74230679297462299
zone10,R05P6179775281,QRLSTM,24,0.94999999999999996,Static,0.5184387630076337
zone10,R05P6179775281,QRLSTM,24,0.98999999999999999,Static,0.70028198140339448
zone10,R05P6179775281,Ridge,1,0.10000000000000001,Static,12.792795854278417
zone10,R05P6179775281,Ridge,1,0.20000000000000001,Static,13.443483677328661
zone10,R05P6179775281,Ridge,1,0.29999999999999999,Static,12.488311361417836
zone10,R05P6179775281,Ridge,1,0.40000000000000002,Static,9.2425701220937526
zone10,R05P6179775281,Ridge,1,0.5,Static,6.0341123428184984
zone10,R05P6179775281,Ridge,1,0.59999999999999998,Static,3.273738264143744
zone10,R05P6179775281,Ridge,1,0.69999999999999996,Static,0.50255504005283225
zone10,R05P6179775281,Ridge,1,0.80000000000000004,Static,0
zone10,R05P6179775281,Ridge,1,0.90000000000000002,Static,0
zone10,R05P6179775281,Ridge,1,0.94999999999999996,Static,0
zone10,R05P6179775281,Ridge,1,0.98999999999999999,Static,0
zone10,R05P6179775281,Ridge,3,0.10000000000000001,Static,11.667060594117507
zone10,R05P6179775281,Ridge,3,0.20000000000000001,Static,12.655356578067467
zone10,R05P6179775281,Ridge,3,0.29999999999999999,Static,10.487430924012875
zone10,R05P6179775281,Ridge,3,0.40000000000000002,Static,7.114308162030869
zone10,R05P6179775281,Ridge,3,0.5,Static,4.1297956280598402
zone10,R05P6179775281,Ridge,3,0.59999999999999998,Static,1.9371598372675214
zone10,R05P6179775281,Ridge,3,0.69999999999999996,Static,0.13074495659197716
zone10,R05P6179775281,Ridge,3,0.80000000000000004,Static,0
zone10,R05P6179775281,Ridge,3,0.90000000000000002,Static,0
zone10,R05P6179775281,Ridge,3,0.94999999999999996,Static,0
zone10,R05P6179775281,Ridge,3,0.98999999999999999,Static,0
zone10,R05P6179775281,Ridge,6,0.10000000000000001,Static,11.487234490573051
zone10,R05P6179775281,Ridge,6,0.20000000000000001,Static,12.033187885859364
zone10,R05P6179775281,Ridge,6,0.29999999999999999,Static,8.5113556919646847
zone10,R05P6179775281,Ridge,6,0.40000000000000002,Static,5.3475066960213535
zone10,R05P6179775281,Ridge,6,0.5,Static,3.1784468082119988
zone10,R05P6179775281,Ridge,6,0.59999999999999998,Static,1.0522161115873008
zone10,R05P6179775281,Ridge,6,0.69999999999999996,Static,0.14817818837269403
zone10,R05P6179775281,Ridge,6,0.80000000000000004,Static,0
zone10,R05P6179775281,Ridge,6,0.90000000000000002,Static,0
zone10,R05P6179775281,Ridge,6,0.94999999999999996,Static,0
zone10,R05P6179775281,Ridge,6,0.98999999999999999,Static,0
zone10,R05P6179775281,Ridge,12,0.10000000000000001,Static,15.313891189224659
zone10,R05P6179775281,Ridge,12,0.20000000000000001,Static,13.425780969496826
zone10,R05P6179775281,Ridge,12,0.29999999999999999,Static,9.4643883319334599
zone10,R05P6179775281,Ridge,12,0.40000000000000002,Static,7.3136990686967884
zone10,R05P6179775281,Ridge,12,0.5,Static,3.9479029770206564
zone10,R05P6179775281,Ridge,12,0.59999999999999998,Static,1.5869120007156789
zone10,R05P6179775281,Ridge,12,0.69999999999999996,Static,0.50637667228610184
zone10,R05P6179775281,Ridge,12,0.80000000000000004,Static,0
zone10,R05P6179775281,Ridge,12,0.90000000000000002,Static,0
zone10,R05P6179775281,Ridge,12,0.94999999999999996,Static,0
zone10,R05P6179775281,Ridge,12,0.98999999999999999,Static,0
zone10,R05P6179775281,Ridge,24,0.10000000000000001,Static,19.186370259460482
zone10,R05P6179775281,Ridge,24,0.20000000000000001,Static,15.424270439867339
zone10,R05P6179775281,Ridge,24,0.29999999999999999,Static,12.124253866570701
zone10,R05P6179775281,Ridge,24,0.40000000000000002,Static,10.06417256201917
zone10,R05P6179775281,Ridge,24,0.5,Static,6.6819238491855115
zone10,R05P6179775281,Ridge,24,0.59999999999999998,Static,3.986132884011484
zone10,R05P6179775281,Ridge,24,0.69999999999999996,Static,1.5419624268071974
zone10,R05P6179775281,Ridge,24,0.80000000000000004,Static,0.25687298146215287
zone10,R05P6179775281,Ridge,24,0.90000000000000002,Static,0
zone10,R05P6179775281,Ridge,24,0.94999999999999996,Static,0
zone10,R05P6179775281,Ridge,24,0.98999999999999999,Static,0
zone10,R10,GBR,1,0.10000000000000001,Static,15.622870342472339
zone10,R10,GBR,1,0.20000000000000001,Static,17.293286050715494
zone10,R10,GBR,1,0.29999999999999999,Static,16.655283330679783
zone10,R10,GBR,1,0.40000000000000002,Static,14.281246533832226
zone10,R10,GBR,1,0.5,Static,10.445257981076516
zone10,R10,GBR,1,0.59999999999999998,Static,6.3356083784801065
zone10,R10,GBR,1,0.69999999999999996,Static,3.2766687895004143
zone10,R10,GBR,1,0.80000000000000004,Static,0.61322057986281653
zone10,R10,GBR,1,0.90000000000000002,Static,0
zone10,R10,GBR,1,0.94999999999999996,Static,0
zone10,R10,GBR,1,0.98999999999999999,Static,0
zone10,R10,GBR,3,0.10000000000000001,Static,15.94683228041831
zone10,R10,GBR,3,0.20000000000000001,Static,18.148353046880359
zone10,R10,GBR,3,0.29999999999999999,Static,18.471724586741555
zone10,R10,GBR,3,0.40000000000000002,Static,15.973445556711873
zone10,R10,GBR,3,0.5,Static,11.984385953862219
zone10,R10,GBR,3,0.59999999999999998,Static,7.3990934252230911
zone10,R10,GBR,3,0.69999999999999996,Static,3.9008559105610852
zone10,R10,GBR,3,0.80000000000000004,Static,0.4245117011051347
zone10,R10,GBR,3,0.90000000000000002,Static,0
zone10,R10,GBR,3,0.94999999999999996,Static,0
zone10,R10,GBR,3,0.98999999999999999,Static,0
zone10,R10,GBR,6,0.10000000000000001,Static,17.52313235550853
zone10,R10,GBR,6,0.20000000000000001,Static,20.859352695760514
zone10,R10,GBR,6,0.29999999999999999,Static,19.901687045289052
zone10,R10,GBR,6,0.40000000000000002,Static,15.81124178993656
zone10,R10,GBR,6,0.5,Static,9.4656857695775152
zone10,R10,GBR,6,0.59999999999999998,Static,5.4165889410291657
zone10,R10,GBR,6,0.69999999999999996,Static,2.5705384621947491
zone10,R10,GBR,6,0.80000000000000004,Static,0.50749218844174937
zone10,R10,GBR,6,0.90000000000000002,Static,0
zone10,R10,GBR,6,0.94999999999999996,Static,0
zone10,R10,GBR,6,0.98999999999999999,Static,0
zone10,R10,GBR,12,0.10000000000000001,Static,19.333160295080386
zone10,R10,GBR,12,0.20000000000000001,Static,21.635681379644357
zone10,R10,GBR,12,0.29999999999999999,Static,19.378484790579222
zone10,R10,GBR,12,0.40000000000000002,Static,15.734148381324232
zone10,R10,GBR,12,0.5,Static,9.4700372873981475
zone10,R10,GBR,12,0.59999999999999998,Static,4.7513299120172769
zone10,R10,GBR,12,0.69999999999999996,Static,1.566241837399196
zone10,R10,GBR,12,0.80000000000000004,Static,0.29482539112730688
zone10,R10,GBR,12,0.90000000000000002,Static,0
zone10,R10,GBR,12,0.94999999999999996,Static,0
zone10,R10,GBR,12,0.98999999999999999,Static,0
zone10,R10,GBR,24,0.10000000000000001,Static,20.982640149092234
zone10,R10,GBR,24,0.20000000000000001,Static,22.680175533354397
zone10,R10,GBR,24,0.29999999999999999,Static,17.048204308537219
zone10,R10,GBR,24,0.40000000000000002,Static,13.307640628970807
zone10,R10,GBR,24,0.5,Static,10.02394861882896
zone10,R10,GBR,24,0.59999999999999998,Static,7.4625277486507491
zone10,R10,GBR,24,0.69999999999999996,Static,2.6127988526483348
zone10,R10,GBR,24,0.80000000000000004,Static,0.63663214324876094
zone10,R10,GBR,24,0.90000000000000002,Static,0
zone10,R10,GBR,24,0.94999999999999996,Static,0
zone10,R10,GBR,24,0.98999999999999999,Static,0
zone10,R10,MLP,1,0.10000000000000001,Static,17.784297164842844
zone10,R10,MLP,1,0.20000000000000001,Static,22.13563530883944
zone10,R10,MLP,1,0.29999999999999999,Static,25.837173778409305
zone10,R10,MLP,1,0.40000000000000002,Static,26.013112557428663
zone10,R10,MLP,1,0.5,Static,24.186740275852436
zone10,R10,MLP,1,0.59999999999999998,Static,19.997874594577738
zone10,R10,MLP,1,0.69999999999999996,Static,13.558746405398647
zone10,R10,MLP,1,0.80000000000000004,Static,6.2877539410573169
zone10,R10,MLP,1,0.90000000000000002,Static,0.14876086158577273
zone10,R10,MLP,1,0.94999999999999996,Static,0
zone10,R10,MLP,1,0.98999999999999999,Static,0
zone10,R10,MLP,3,0.10000000000000001,Static,17.793855044943019
zone10,R10,MLP,3,0.20000000000000001,Static,22.157770359831307
zone10,R10,MLP,3,0.29999999999999999,Static,24.083825970428819
zone10,R10,MLP,3,0.40000000000000002,Static,23.060986519230518
zone10,R10,MLP,3,0.5,Static,20.144928599240263
zone10,R10,MLP,3,0.59999999999999998,Static,15.90181470103067
zone10,R10,MLP,3,0.69999999999999996,Static,11.075914651809548
zone10,R10,MLP,3,0.80000000000000004,Static,5.6841652361617978
zone10,R10,MLP,3,0.90000000000000002,Static,0.45394093766282229
zone10,R10,MLP,3,0.94999999999999996,Static,0
zone10,R10,MLP,3,0.98999999999999999,Static,0
zone10,R10,MLP,6,0.10000000000000001,Static,16.046499622062793
zone10,R10,MLP,6,0.20000000000000001,Static,19.527064242686908
zone10,R10,MLP,6,0.29999999999999999,Static,19.305056834189148
zone10,R10,MLP,6,0.40000000000000002,Static,16.973528493609514
zone10,R10,MLP,6,0.5,Static,12.965148322172393
zone10,R10,MLP,6,0.59999999999999998,Static,9.6149622970566959
zone10,R10,MLP,6,0.69999999999999996,Static,6.6871337102045736
zone10,R10,MLP,6,0.80000000000000004,Static,4.0384211360038114
zone10,R10,MLP,6,0.90000000000000002,Static,1.2820675833820294
zone10,R10,MLP,6,0.94999999999999996,Static,0
zone10,R10,MLP,6,0.98999999999999999,Static,0
zone10,R10,MLP,12,0.10000000000000001,Static,19.680009975409128
zone10,R10,MLP,12,0.20000000000000001,Static,23.276541142330064
zone10,R10,MLP,12,0.29999999999999999,Static,22.966467585715968
zone10,R10,MLP,12,0.40000000000000002,Static,19.894463557850941
zone10,R10,MLP,12,0.5,Static,16.111494736445287
zone10,R10,MLP,12,0.59999999999999998,Static,12.800625409017918
zone10,R10,MLP,12,0.69999999999999996,Static,9.1268894294536107
zone10,R10,MLP,12,0.80000000000000004,Static,4.8609331002996026
zone10,R10,MLP,12,0.90000000000000002,Static,1.3823379318687934
zone10,R10,MLP,12,0.94999999999999996,Static,0.11318013099734792
zone10,R10,MLP,12,0.98999999999999999,Static,0
zone10,R10,MLP,24,0.10000000000000001,Static,19.963108181254551
zone10,R10,MLP,24,0.20000000000000001,Static,21.389420484798659
zone10,R10,MLP,24,0.29999999999999999,Static,18.550765085817321
zone10,R10,MLP,24,0.40000000000000002,Static,15.315514047748335
zone10,R10,MLP,24,0.5,Static,11.660649991405103
zone10,R10,MLP,24,0.59999999999999998,Static,9.8154668414190294
