zone_or_farm,price_id,predictor,horizon_steps,target_coverage,method,excess_ERRF_pct
zone1,R01,MLP,24,0.5,Static,0
zone1,R01,MLP,24,0.59999999999999998,Static,0
zone1,R01,MLP,24,0.69999999999999996,Static,0
zone1,R01,MLP,24,0.80000000000000004,Static,0
zone1,R01,MLP,24,0.90000000000000002,Static,0
zone1,R01,MLP,24,0.94999999999999996,Static,0
zone1,R01,MLP,24,0.98999999999999999,Static,0.75071505115300585
zone1,R01,QRLSTM,1,0.10000000000000001,Static,0
zone1,R01,QRLSTM,1,0.20000000000000001,Static,0
zone1,R01,QRLSTM,1,0.29999999999999999,Static,0
zone1,R01,QRLSTM,1,0.40000000000000002,Static,0
zone1,R01,QRLSTM,1,0.5,Static,0
zone1,R01,QRLSTM,1,0.59999999999999998,Static,0
zone1,R01,QRLSTM,1,0.69999999999999996,Static,0
zone1,R01,QRLSTM,1,0.80000000000000004,Static,0
zone1,R01,QRLSTM,1,0.90000000000000002,Static,0
zone1,R01,QRLSTM,1,0.94999999999999996,Static,0
zone1,R01,QRLSTM,1,0.98999999999999999,Static,0
zone1,R01,QRLSTM,3,0.10000000000000001,Static,0
zone1,R01,QRLSTM,3,0.20000000000000001,Static,0
zone1,R01,QRLSTM,3,0.29999999999999999,Static,0
zone1,R01,QRLSTM,3,0.40000000000000002,Static,0
zone1,R01,QRLSTM,3,0.5,Static,0
zone1,R01,QRLSTM,3,0.59999999999999998,Static,0
zone1,R01,QRLSTM,3,0.69999999999999996,Static,0
zone1,R01,QRLSTM,3,0.80000000000000004,Static,0
zone1,R01,QRLSTM,3,0.90000000000000002,Static,0
zone1,R01,QRLSTM,3,0.94999999999999996,Static,0
zone1,R01,QRLSTM,3,0.98999999999999999,Static,0
zone1,R01,QRLSTM,6,0.10000000000000001,Static,0
zone1,R01,QRLSTM,6,0.20000000000000001,Static,0
zone1,R01,QRLSTM,6,0.29999999999999999,Static,0
zone1,R01,QRLSTM,6,0.40000000000000002,Static,0
zone1,R01,QRLSTM,6,0.5,Static,0
zone1,R01,QRLSTM,6,0.59999999999999998,Static,0
zone1,R01,QRLSTM,6,0.69999999999999996,Static,0
zone1,R01,QRLSTM,6,0.80000000000000004,Static,0
zone1,R01,QRLSTM,6,0.90000000000000002,Static,0
zone1,R01,QRLSTM,6,0.94999999999999996,Static,0
zone1,R01,QRLSTM,6,0.98999999999999999,Static,0
zone1,R01,QRLSTM,12,0.10000000000000001,Static,0
zone1,R01,QRLSTM,12,0.20000000000000001,Static,0
zone1,R01,QRLSTM,12,0.29999999999999999,Static,0
zone1,R01,QRLSTM,12,0.40000000000000002,Static,0
zone1,R01,QRLSTM,12,0.5,Static,0
zone1,R01,QRLSTM,12,0.59999999999999998,Static,0
zone1,R01,QRLSTM,12,0.69999999999999996,Static,0
zone1,R01,QRLSTM,12,0.80000000000000004,Static,0
zone1,R01,QRLSTM,12,0.90000000000000002,Static,0
zone1,R01,QRLSTM,12,0.94999999999999996,Static,0
zone1,R01,QRLSTM,12,0.98999999999999999,Static,0
zone1,R01,QRLSTM,24,0.10000000000000001,Static,0
zone1,R01,QRLSTM,24,0.20000000000000001,Static,0
zone1,R01,QRLSTM,24,0.29999999999999999,Static,0
zone1,R01,QRLSTM,24,0.40000000000000002,Static,0
zone1,R01,QRLSTM,24,0.5,Static,0
zone1,R01,QRLSTM,24,0.59999999999999998,Static,0
zone1,R01,QRLSTM,24,0.69999999999999996,Static,0
zone1,R01,QRLSTM,24,0.80000000000000004,Static,0
zone1,R01,QRLSTM,24,0.90000000000000002,Static,0
zone1,R01,QRLSTM,24,0.94999999999999996,Static,0
zone1,R01,QRLSTM,24,0.98999999999999999,Static,1.0127468633975401
zone1,R01,Ridge,1,0.10000000000000001,Static,0
zone1,R01,Ridge,1,0.20000000000000001,Static,0
zone1,R01,Ridge,1,0.29999999999999999,Static,0
zone1,R01,Ridge,1,0.40000000000000002,Static,0
zone1,R01,Ridge,1,0.5,Static,0
zone1,R01,Ridge,1,0.59999999999999998,Static,0
zone1,R01,Ridge,1,0.69999999999999996,Static,0
zone1,R01,Ridge,1,0.80000000000000004,Static,0
zone1,R01,Ridge,1,0.90000000000000002,Static,0
zone1,R01,Ridge,1,0.94999999999999996,Static,0
zone1,R01,Ridge,1,0.98999999999999999,Static,0
zone1,R01,Ridge,3,0.10000000000000001,Static,0
zone1,R01,Ridge,3,0.20000000000000001,Static,0
zone1,R01,Ridge,3,0.29999999999999999,Static,0
zone1,R01,Ridge,3,0.40000000000000002,Static,0
zone1,R01,Ridge,3,0.5,Static,0
zone1,R01,Ridge,3,0.59999999999999998,Static,0
zone1,R01,Ridge,3,0.69999999999999996,Static,0
zone1,R01,Ridge,3,0.80000000000000004,Static,0
zone1,R01,Ridge,3,0.90000000000000002,Static,0
zone1,R01,Ridge,3,0.94999999999999996,Static,0
zone1,R01,Ridge,3,0.98999999999999999,Static,0
zone1,R01,Ridge,6,0.10000000000000001,Static,0
zone1,R01,Ridge,6,0.20000000000000001,Static,0
zone1,R01,Ridge,6,0.29999999999999999,Static,0
zone1,R01,Ridge,6,0.40000000000000002,Static,0
zone1,R01,Ridge,6,0.5,Static,0
zone1,R01,Ridge,6,0.59999999999999998,Static,0
zone1,R01,Ridge,6,0.69999999999999996,Static,0
zone1,R01,Ridge,6,0.80000000000000004,Static,0
zone1,R01,Ridge,6,0.90000000000000002,Static,0
zone1,R01,Ridge,6,0.94999999999999996,Static,0
zone1,R01,Ridge,6,0.98999999999999999,Static,0
zone1,R01,Ridge,12,0.10000000000000001,Static,0
zone1,R01,Ridge,12,0.20000000000000001,Static,0
zone1,R01,Ridge,12,0.29999999999999999,Static,0
zone1,R01,Ridge,12,0.40000000000000002,Static,0
zone1,R01,Ridge,12,0.5,Static,0
zone1,R01,Ridge,12,0.59999999999999998,Static,0
zone1,R01,Ridge,12,0.69999999999999996,Static,0
zone1,R01,Ridge,12,0.80000000000000004,Static,0
zone1,R01,Ridge,12,0.90000000000000002,Static,0
zone1,R01,Ridge,12,0.94999999999999996,Static,0
zone1,R01,Ridge,12,0.98999999999999999,Static,0
zone1,R01,Ridge,24,0.10000000000000001,Static,0
zone1,R01,Ridge,24,0.20000000000000001,Static,0
zone1,R01,Ridge,24,0.29999999999999999,Static,0
zone1,R01,Ridge,24,0.40000000000000002,Static,0
zone1,R01,Ridge,24,0.5,Static,0
zone1,R01,Ridge,24,0.59999999999999998,Static,0
zone1,R01,Ridge,24,0.69999999999999996,Static,0
zone1,R01,Ridge,24,0.80000000000000004,Static,0
zone1,R01,Ridge,24,0.90000000000000002,Static,0
zone1,R01,Ridge,24,0.94999999999999996,Static,0
zone1,R01,Ridge,24,0.98999999999999999,Static,0
zone1,R02,GBR,1,0.10000000000000001,Static,0
zone1,R02,GBR,1,0.20000000000000001,Static,0
zone1,R02,GBR,1,0.29999999999999999,Static,0
zone1,R02,GBR,1,0.40000000000000002,Static,0
zone1,R02,GBR,1,0.5,Static,0
zone1,R02,GBR,1,0.59999999999999998,Static,0
zone1,R02,GBR,1,0.69999999999999996,Static,0
zone1,R02,GBR,1,0.80000000000000004,Static,0
zone1,R02,GBR,1,0.90000000000000002,Static,0
zone1,R02,GBR,1,0.94999999999999996,Static,0
zone1,R02,GBR,1,0.98999999999999999,Static,0
zone1,R02,GBR,3,0.10000000000000001,Static,0
zone1,R02,GBR,3,0.20000000000000001,Static,0
zone1,R02,GBR,3,0.29999999999999999,Static,0
zone1,R02,GBR,3,0.40000000000000002,Static,0
zone1,R02,GBR,3,0.5,Static,0
zone1,R02,GBR,3,0.59999999999999998,Static,0
zone1,R02,GBR,3,0.69999999999999996,Static,0
zone1,R02,GBR,3,0.80000000000000004,Static,0
zone1,R02,GBR,3,0.90000000000000002,Static,0
zone1,R02,GBR,3,0.94999999999999996,Static,0
zone1,R02,GBR,3,0.98999999999999999,Static,0
zone1,R02,GBR,6,0.10000000000000001,Static,0
zone1,R02,GBR,6,0.20000000000000001,Static,0
zone1,R02,GBR,6,0.29999999999999999,Static,0
zone1,R02,GBR,6,0.40000000000000002,Static,0
zone1,R02,GBR,6,0.5,Static,0
zone1,R02,GBR,6,0.59999999999999998,Static,0
zone1,R02,GBR,6,0.69999999999999996,Static,0
zone1,R02,GBR,6,0.80000000000000004,Static,0
zone1,R02,GBR,6,0.90000000000000002,Static,0
zone1,R02,GBR,6,0.94999999999999996,Static,0
zone1,R02,GBR,6,0.98999999999999999,Static,0
zone1,R02,GBR,12,0.10000000000000001,Static,0
zone1,R02,GBR,12,0.20000000000000001,Static,0
zone1,R02,GBR,12,0.29999999999999999,Static,0
zone1,R02,GBR,12,0.40000000000000002,Static,0
zone1,R02,GBR,12,0.5,Static,0
zone1,R02,GBR,12,0.59999999999999998,Static,0
zone1,R02,GBR,12,0.69999999999999996,Static,0
zone1,R02,GBR,12,0.80000000000000004,Static,0
zone1,R02,GBR,12,0.90000000000000002,Static,0
zone1,R02,GBR,12,0.94999999999999996,Static,0
zone1,R02,GBR,12,0.98999999999999999,Static,0
zone1,R02,GBR,24,0.10000000000000001,Static,0
zone1,R02,GBR,24,0.20000000000000001,Static,0
zone1,R02,GBR,24,0.29999999999999999,Static,0
zone1,R02,GBR,24,0.40000000000000002,Static,0
zone1,R02,GBR,24,0.5,Static,0.18235023975772258
zone1,R02,GBR,24,0.59999999999999998,Static,0.51325824987484836
zone1,R02,GBR,24,0.69999999999999996,Static,0
zone1,R02,GBR,24,0.80000000000000004,Static,0
zone1,R02,GBR,24,0.90000000000000002,Static,0
zone1,R02,GBR,24,0.94999999999999996,Static,0
zone1,R02,GBR,24,0.98999999999999999,Static,0
zone1,R02,MLP,1,0.10000000000000001,Static,0
zone1,R02,MLP,1,0.20000000000000001,Static,0
zone1,R02,MLP,1,0.29999999999999999,Static,0
zone1,R02,MLP,1,0.40000000000000002,Static,0
zone1,R02,MLP,1,0.5,Static,0
zone1,R02,MLP,1,0.59999999999999998,Static,0
zone1,R02,MLP,1,0.69999999999999996,Static,0
zone1,R02,MLP,1,0.80000000000000004,Static,0
zone1,R02,MLP,1,0.90000000000000002,Static,0
zone1,R02,MLP,1,0.94999999999999996,Static,0
zone1,R02,MLP,1,0.98999999999999999,Static,0
zone1,R02,MLP,3,0.10000000000000001,Static,0
zone1,R02,MLP,3,0.20000000000000001,Static,0
zone1,R02,MLP,3,0.29999999999999999,Static,0
zone1,R02,MLP,3,0.40000000000000002,Static,0
zone1,R02,MLP,3,0.5,Static,0
zone1,R02,MLP,3,0.59999999999999998,Static,0
zone1,R02,MLP,3,0.69999999999999996,Static,0
zone1,R02,MLP,3,0.80000000000000004,Static,0
zone1,R02,MLP,3,0.90000000000000002,Static,0
zone1,R02,MLP,3,0.94999999999999996,Static,0
zone1,R02,MLP,3,0.98999999999999999,Static,0
zone1,R02,MLP,6,0.10000000000000001,Static,0
zone1,R02,MLP,6,0.20000000000000001,Static,0
zone1,R02,MLP,6,0.29999999999999999,Static,0
zone1,R02,MLP,6,0.40000000000000002,Static,0
zone1,R02,MLP,6,0.5,Static,0
zone1,R02,MLP,6,0.59999999999999998,Static,0
zone1,R02,MLP,6,0.69999999999999996,Static,0
zone1,R02,MLP,6,0.80000000000000004,Static,0
zone1,R02,MLP,6,0.90000000000000002,Static,0
zone1,R02,MLP,6,0.94999999999999996,Static,0
zone1,R02,MLP,6,0.98999999999999999,Static,0
zone1,R02,MLP,12,0.10000000000000001,Static,0
zone1,R02,MLP,12,0.20000000000000001,Static,0
zone1,R02,MLP,12,0.29999999999999999,Static,0
zone1,R02,MLP,12,0.40000000000000002,Static,0
zone1,R02,MLP,12,0.5,Static,0
zone1,R02,MLP,12,0.59999999999999998,Static,0
zone1,R02,MLP,12,0.69999999999999996,Static,0
zone1,R02,MLP,12,0.80000000000000004,Static,0
zone1,R02,MLP,12,0.90000000000000002,Static,0
zone1,R02,MLP,12,0.94999999999999996,Static,0
zone1,R02,MLP,12,0.98999999999999999,Static,0
zone1,R02,MLP,24,0.10000000000000001,Static,0
zone1,R02,MLP,24,0.20000000000000001,Static,0
zone1,R02,MLP,24,0.29999999999999999,Static,0
zone1,R02,MLP,24,0.40000000000000002,Static,0
zone1,R02,MLP,24,0.5,Static,0
zone1,R02,MLP,24,0.59999999999999998,Static,0
zone1,R02,MLP,24,0.69999999999999996,Static,0
zone1,R02,MLP,24,0.80000000000000004,Static,0
zone1,R02,MLP,24,0.90000000000000002,Static,0
zone1,R02,MLP,24,0.94999999999999996,Static,0
zone1,R02,MLP,24,0.98999999999999999,Static,0.78337384504774121
zone1,R02,QRLSTM,1,0.10000000000000001,Static,0
zone1,R02,QRLSTM,1,0.20000000000000001,Static,0
zone1,R02,QRLSTM,1,0.29999999999999999,Static,0
zone1,R02,QRLSTM,1,0.40000000000000002,Static,0
zone1,R02,QRLSTM,1,0.5,Static,0
zone1,R02,QRLSTM,1,0.59999999999999998,Static,0
zone1,R02,QRLSTM,1,0.69999999999999996,Static,0
zone1,R02,QRLSTM,1,0.80000000000000004,Static,0
zone1,R02,QRLSTM,1,0.90000000000000002,Static,0
zone1,R02,QRLSTM,1,0.94999999999999996,Static,0
zone1,R02,QRLSTM,1,0.98999999999999999,Static,0
zone1,R02,QRLSTM,3,0.10000000000000001,Static,0
zone1,R02,QRLSTM,3,0.20000000000000001,Static,0
zone1,R02,QRLSTM,3,0.29999999999999999,Static,0
zone1,R02,QRLSTM,3,0.40000000000000002,Static,0
zone1,R02,QRLSTM,3,0.5,Static,0
zone1,R02,QRLSTM,3,0.59999999999999998,Static,0
zone1,R02,QRLSTM,3,0.69999999999999996,Static,0
zone1,R02,QRLSTM,3,0.80000000000000004,Static,0
zone1,R02,QRLSTM,3,0.90000000000000002,Static,0
zone1,R02,QRLSTM,3,0.94999999999999996,Static,0
zone1,R02,QRLSTM,3,0.98999999999999999,Static,0
zone1,R02,QRLSTM,6,0.10000000000000001,Static,0
zone1,R02,QRLSTM,6,0.20000000000000001,Static,0
zone1,R02,QRLSTM,6,0.29999999999999999,Static,0
zone1,R02,QRLSTM,6,0.40000000000000002,Static,0
zone1,R02,QRLSTM,6,0.5,Static,0
zone1,R02,QRLSTM,6,0.59999999999999998,Static,0
zone1,R02,QRLSTM,6,0.69999999999999996,Static,0
zone1,R02,QRLSTM,6,0.80000000000000004,Static,0
zone1,R02,QRLSTM,6,0.90000000000000002,Static,0
zone1,R02,QRLSTM,6,0.94999999999999996,Static,0
zone1,R02,QRLSTM,6,0.98999999999999999,Static,0
zone1,R02,QRLSTM,12,0.10000000000000001,Static,0
zone1,R02,QRLSTM,12,0.20000000000000001,Static,0
zone1,R02,QRLSTM,12,0.29999999999999999,Static,0
zone1,R02,QRLSTM,12,0.40000000000000002,Static,0
zone1,R02,QRLSTM,12,0.5,Static,0
zone1,R02,QRLSTM,12,0.59999999999999998,Static,0
zone1,R02,QRLSTM,12,0.69999999999999996,Static,0
zone1,R02,QRLSTM,12,0.80000000000000004,Static,0
zone1,R02,QRLSTM,12,0.90000000000000002,Static,0
zone1,R02,QRLSTM,12,0.94999999999999996,Static,0
zone1,R02,QRLSTM,12,0.98999999999999999,Static,0
zone1,R02,QRLSTM,24,0.10000000000000001,Static,0
zone1,R02,QRLSTM,24,0.20000000000000001,Static,0
zone1,R02,QRLSTM,24,0.29999999999999999,Static,0
zone1,R02,QRLSTM,24,0.40000000000000002,Static,0
zone1,R02,QRLSTM,24,0.5,Static,0
zone1,R02,QRLSTM,24,0.59999999999999998,Static,0
zone1,R02,QRLSTM,24,0.69999999999999996,Static,0
zone1,R02,QRLSTM,24,0.80000000000000004,Static,0
zone1,R02,QRLSTM,24,0.90000000000000002,Static,0
zone1,R02,QRLSTM,24,0.94999999999999996,Static,0
zone1,R02,QRLSTM,24,0.98999999999999999,Static,0.95141999138834699
zone1,R02,Ridge,1,0.10000000000000001,Static,0
zone1,R02,Ridge,1,0.20000000000000001,Static,0
zone1,R02,Ridge,1,0.29999999999999999,Static,0
zone1,R02,Ridge,1,0.40000000000000002,Static,0
zone1,R02,Ridge,1,0.5,Static,0
zone1,R02,Ridge,1,0.59999999999999998,Static,0
zone1,R02,Ridge,1,0.69999999999999996,Static,0
zone1,R02,Ridge,1,0.80000000000000004,Static,0
zone1,R02,Ridge,1,0.90000000000000002,Static,0
zone1,R02,Ridge,1,0.94999999999999996,Static,0
zone1,R02,Ridge,1,0.98999999999999999,Static,0
zone1,R02,Ridge,3,0.10000000000000001,Static,0
zone1,R02,Ridge,3,0.20000000000000001,Static,0
zone1,R02,Ridge,3,0.29999999999999999,Static,0
zone1,R02,Ridge,3,0.40000000000000002,Static,0
zone1,R02,Ridge,3,0.5,Static,0
zone1,R02,Ridge,3,0.59999999999999998,Static,0
zone1,R02,Ridge,3,0.69999999999999996,Static,0
zone1,R02,Ridge,3,0.80000000000000004,Static,0
zone1,R02,Ridge,3,0.90000000000000002,Static,0
zone1,R02,Ridge,3,0.94999999999999996,Static,0
zone1,R02,Ridge,3,0.98999999999999999,Static,0
zone1,R02,Ridge,6,0.10000000000000001,Static,0
zone1,R02,Ridge,6,0.20000000000000001,Static,0
zone1,R02,Ridge,6,0.29999999999999999,Static,0
zone1,R02,Ridge,6,0.40000000000000002,Static,0
zone1,R02,Ridge,6,0.5,Static,0
zone1,R02,Ridge,6,0.59999999999999998,Static,0
zone1,R02,Ridge,6,0.69999999999999996,Static,0
zone1,R02,Ridge,6,0.80000000000000004,Static,0
zone1,R02,Ridge,6,0.90000000000000002,Static,0
zone1,R02,Ridge,6,0.94999999999999996,Static,0
zone1,R02,Ridge,6,0.98999999999999999,Static,0
zone1,R02,Ridge,12,0.10000000000000001,Static,0
zone1,R02,Ridge,12,0.20000000000000001,Static,0
zone1,R02,Ridge,12,0.29999999999999999,Static,0
zone1,R02,Ridge,12,0.40000000000000002,Static,0
zone1,R02,Ridge,12,0.5,Static,0
zone1,R02,Ridge,12,0.59999999999999998,Static,0
zone1,R02,Ridge,12,0.69999999999999996,Static,0
zone1,R02,Ridge,12,0.80000000000000004,Static,0
zone1,R02,Ridge,12,0.90000000000000002,Static,0
zone1,R02,Ridge,12,0.94999999999999996,Static,0
zone1,R02,Ridge,12,0.98999999999999999,Static,0
zone1,R02,Ridge,24,0.10000000000000001,Static,0
zone1,R02,Ridge,24,0.20000000000000001,Static,0
zone1,R02,Ridge,24,0.29999999999999999,Static,0
zone1,R02,Ridge,24,0.40000000000000002,Static,0
zone1,R02,Ridge,24,0.5,Static,0
zone1,R02,Ridge,24,0.59999999999999998,Static,0
zone1,R02,Ridge,24,0.69999999999999996,Static,0
zone1,R02,Ridge,24,0.80000000000000004,Static,0
zone1,R02,Ridge,24,0.90000000000000002,Static,0
zone1,R02,Ridge,24,0.94999999999999996,Static,0
zone1,R02,Ridge,24,0.98999999999999999,Static,0
zone1,R05P6179775281,GBR,1,0.10000000000000001,Static,11.888060711821824
zone1,R05P6179775281,GBR,1,0.20000000000000001,Static,10.950801207190985
zone1,R05P6179775281,GBR,1,0.29999999999999999,Static,8.6860907713995452
zone1,R05P6179775281,GBR,1,0.40000000000000002,Static,5.6897172870590706
