price_id,subset,method,ERRF,capacity,exceedance,coverage,width,TUWR,TOWR,ARD,under_gap,over_gap,IS,below_floor_pct,delta_ERRF_pct,delta_ERRF_pct_CI_low,delta_ERRF_pct_CI_high,delta_TUWR_pp,delta_TUWR_pp_CI_low,delta_TUWR_pp_CI_high,delta_below_floor_pp,delta_below_floor_pp_CI_low,delta_below_floor_pp_CI_high,delta_ERRF_exact_p,delta_below_floor_exact_p,delta_capacity_contribution_pct,delta_exceedance_contribution_pct
R20,empty,CLARA,5.1913253545717248,1.5106855426019599,3.6806398119697645,0.6455740617206136,0.42360631613399152,0.076314801347709044,0.76604452255635314,0.12751142882230404,0.0048620260324206297,0.12264940278988341,0.66291092407255603,16.529636571568389,0,0,0,0,0,0,0,0,0,1,1,0,0
R20,empty,NO_BACKOFF_EXACT,6.4065653343298532,1.1841217180960442,5.222443616233809,0.51884974517420879,0.33187490475592507,0.083838158552914724,0.70502971899572087,0.10910199951739921,0.005421308871374454,0.10368069064602474,0.66299088823829955,49.916576725329136,23.409050613403192,21.550213987256299,25.198086494317998,0.75233572052056663,0.26285583045371491,1.2797226746553345,33.38694015376074,28.870596966251995,38.240497398344409,0.001953125,0.001953125,-6.290567479426584,29.699618092829795
R20,nonempty,CLARA,4.887649446164871,1.7053011159158937,3.182348330248979,0.68834068784388569,0.47819269092835259,0.036032184784920269,0.6303407723732406,0.10680120381204192,0.003236343577230833,0.10356486023481108,0.67705527375893859,0.22727272727272727,0,0,0,0,0,0,0,0,0,1,1,0,0
R20,nonempty,NO_BACKOFF_EXACT,4.8926165670198873,1.7064673940723494,3.1861491729475393,0.6880900363924296,0.47852029715207606,0.034423532459798657,0.62436301927478954,0.10520336166772659,0.0031898272160163889,0.1020135344517102,0.67641177040855438,0.045454545454545456,0.1016259637628858,0.068772608932148316,0.13259029651089993,-0.16086523251216153,-0.20077665589667057,-0.12240923681754924,-0.18181818181818182,-0.40909090909090912,0,0.001953125,0.25,0.023861739048629507,0.077764224714246849
R20,sparse_nonempty,CLARA,4.8792596394643173,1.6013793342989202,3.2778803051653975,0.66760819278002725,0.44894084739951035,0.082030819647646108,0.70400867112585086,0.12476649549367273,0.0051318136608122112,0.11963468183286052,0.66533176917142034,8.1597133314172208,0,0,0,0,0,0,0,0,0,1,1,0,0
R20,sparse_nonempty,NO_BACKOFF_EXACT,4.9301229746816793,1.6038284083725247,3.326294566309155,0.66312270537654139,0.44962878955501723,0.073500746192817157,0.69104245888380511,0.12088854061468091,0.004627530234792585,0.1162610103798883,0.65549720890517871,7.5376432626652612,1.0424396112469703,0.83492917996509708,1.2505991229476476,-0.85300734548289636,-1.1128987511278829,-0.61507349829324964,-0.6220700687519588,-1.635486935286357,0.2033409405553423,0.001953125,0.265625,0.050193559157950145,0.99224605208901639
R20,supported,CLARA,4.9062187749569777,1.7173643066032387,3.1888544683537394,0.68934089343200378,0.48158553564316148,0.031094150355336091,0.62095615066442988,0.10392469940431245,0.0029827759121514716,0.10094192349216095,0.67986838492630464,0.13636363636363635,0,0,0,0,0,0,0,0,0,1,1,0,0
R20,supported,NO_BACKOFF_EXACT,4.9062187749569777,1.7173643066032387,3.1888544683537394,0.68934089343200378,0.48158553564316148,0.031081597359164426,0.61639014257348612,0.1027501833861558,0.003025683201711437,0.099724500184444356,0.67986838492630464,0.13636363636363635,0,0,0,-0.0012552996171674019,-0.040296683342091209,0.034008317710977259,0,0,0,1,1,0,0
ALL,empty,CLARA,2.864821563468797,1.3783035194216033,1.4865180440471935,0.59652389138316853,0.38642035456647561,0.088835992654881346,0.53850560235896949,0.091336656046461392,0.0072602618207339683,0.084076394225727422,0.65291803024722528,26.573613089780473,0,0,0,0,0,0,0,0,0,1,1,0,0
ALL,empty,NO_BACKOFF_EXACT,3.2009238202303814,1.1841217180960442,2.0168021021343376,0.51884974517420879,0.33187490475592507,0.0926003017092841,0.5054902287756623,0.082230216728467281,0.0077696168687201956,0.074460599859747095,0.66299088823829955,49.916576725329136,11.732048552253405,10.547592825639157,12.977949491458894,0.37643090544027569,0.061578393860098196,0.77401844637166539,23.342963635548656,20.344796950398383,26.450393231318628,0.001953125,0.001953125,-6.7781464577653852,18.510195010018812
ALL,nonempty,CLARA,2.8571310465346795,1.5774360587067739,1.2796949878279062,0.64385568383908542,0.44227554002691483,0.10223744135024751,0.42023525790253746,0.081732929329919587,0.01323631032656784,0.06849661900335173,0.67329169694334656,3.8999999999999995,0,0,0,0,0,0,0,0,0,1,1,0,0
ALL,nonempty,NO_BACKOFF_EXACT,2.8614847476557599,1.5821091995547834,1.2793755481009774,0.64479167336257759,0.44358822004040049,0.098738584743283356,0.42166323136583578,0.081182748391341347,0.012856899445051643,0.068325848946289708,0.67316526431705337,3.5999999999999996,0.15238016913368124,0.13724193951405894,0.16976322894142082,-0.34988566069641652,-0.45094065019380808,-0.24205686999358136,-0.30000000000000004,-0.51818181818181852,-0.1181818181818181,0.001953125,0.015625,0.1635606057929091,-0.011180436659223782
ALL,sparse_nonempty,CLARA,2.7993602074067248,1.4837747384810149,1.31558546892571,0.6252234929479229,0.41590585452767792,0.12364890801103494,0.55601901307038937,0.098553628143111,0.010237808575596686,0.088315819567514317,0.66282741640719511,17.018536682627094,0,0,0,0,0,0,0,0,0,1,1,0,0
ALL,sparse_nonempty,NO_BACKOFF_EXACT,2.8339002047813864,1.5110567933202519,1.322843411461134,0.63002134788784958,0.4235693530780254,0.11563327182889176,0.56015806543182722,0.097870716083650874,0.0095065880752450531,0.088364128008405832,0.66016762709050891,14.612594849512176,1.2338532670169933,1.0673623898369384,1.4039898641559039,-0.80156361821431699,-1.0330666179509047,-0.5552808971336286,-2.4059418331149223,-3.2091560409254436,-1.6221823095099388,0.001953125,0.001953125,0.97458179076248808,0.25927147625448399
ALL,supported,CLARA,2.8710725889220265,1.5891085554450171,1.281964033477009,0.64459146671280643,0.44555876970241426,0.099498941362041057,0.40096945473588158,0.078843092160339093,0.013541061399627788,0.065302030760711269,0.67569954437709823,3.9323519218831517,0,0,0,0,0,0,0,0,0,1,1,0,0
ALL,supported,NO_BACKOFF_EXACT,2.8710725889220265,1.5891085554450171,1.281964033477009,0.64459146671280643,0.44555876970241426,0.097358290697417305,0.40194761727270301,0.078336418372142516,0.013265431797464028,0.065070986574678441,0.67569954437709823,3.9323519218831517,0,0,0,-0.21406506646237583,-0.29480629344661397,-0.13990188615826529,0,0,0,1,1,0,0
