price_id,regime,method,changed_fraction,delta_ERRF_contribution,delta_capacity_contribution,delta_exceedance_contribution,delta_covered_contribution,delta_width_contribution
R05P6179775281,overall,WIDTH_ONLY,0.82675250499428876,0.11032510396654524,-0.31187525116074538,0.42220035512729071,-0.11909120744602406,-0.087605407629422927
R05P6179775281,overall,WIDTH_SAME_SCREEN,0.66851334412683905,0.08552042537861812,-0.19693555862444756,0.28245598400306576,-0.081916271191951689,-0.05531897714169879
R05P6179775281,ramp,FIX_REFERENCE_PRICE,0,0,0,0,0,0
R05P6179775281,ramp,GLOBAL_SCORE_SAME_SCREEN,0.65505273581680268,0.044925616832453739,-0.062527859292580992,0.10745347612503472,-0.034463890790737792,-0.017564005419264325
R05P6179775281,ramp,NO_BACKOFF_EXACT,0.087287478502837551,0.0044363261490433003,-0.0047087535413137963,0.0091450796903570983,-0.0024823232338649936,-0.0013226835790207299
R05P6179775281,ramp,NO_G,0.37561566629868798,-0.011334653795079636,-0.010024495816873685,-0.0013101579782059548,-0.0016916390149797011,-0.0028158696114813724
R05P6179775281,ramp,NO_RWG,0.55246876020742131,-0.034559882190423816,-0.093037521836718123,0.058477639646294308,-0.025688629938562912,-0.026134135347392728
R05P6179775281,ramp,NO_SCREEN,0.27399311838172691,-0.02186932370800182,-0.057957362262421375,0.036088038554419555,-0.01452813563387206,-0.016280157938882409
R05P6179775281,ramp,WIDTH_ONLY,0.86537743324878991,0.15753493786481509,-0.41028571354807875,0.56782065141289384,-0.14244905697031485,-0.11524879594047158
R05P6179775281,ramp,WIDTH_SAME_SCREEN,0.60282533675221128,0.10623021638930363,-0.21382517671923168,0.32005539310853531,-0.077196039516441842,-0.060063251887424639
R10,ordinary,FIX_REFERENCE_PRICE,0.31275995377165733,0.013860210787361405,-0.038096627933949335,0.051956838721310739,-0.012000629961251437,-0.010701299981446441
R10,ordinary,GLOBAL_SCORE_SAME_SCREEN,0.63138219150278707,0.029441833047584826,0.12620100883170085,-0.096759175784116011,0.01971418249887576,0.035449721581938445
R10,ordinary,NO_BACKOFF_EXACT,0.09884304542142798,0.0062979941551777443,0.0037760904679642027,0.0025219036872135411,-0.00024030505868364937,0.0010606995696528661
R10,ordinary,NO_G,0.34780174414505566,-0.011641952327478116,-0.0071498339652784374,-0.004492118362199678,0.00048454518671699404,-0.0020083803273254043
R10,ordinary,NO_RWG,0.48989038907968013,-0.029979298406535904,0.0101494597467266,-0.0401287581532625,0.0056566778476249396,0.0028509718389681457
R10,ordinary,NO_SCREEN,0.10795898770769352,-0.0022608463961813394,-0.017508535348318997,0.015247688952137659,-0.0031017295720807752,-0.0049181279068311792
R10,ordinary,WIDTH_ONLY,0.82609798705771209,0.31237232511509883,-0.27297266178828755,0.58534498690338554,-0.11245258233368594,-0.076677713985474044
R10,ordinary,WIDTH_SAME_SCREEN,0.68031023399926682,0.25338417335262969,-0.20172632473655652,0.45511049808918563,-0.090011597504146335,-0.056664697959706876
