price_id,regime,method,ERRF,capacity,exceedance,coverage,width,TUWR,TOWR,ARD,under_gap,over_gap,IS,below_floor_pct,delta_ERRF_pct,delta_ERRF_pct_CI_low,delta_ERRF_pct_CI_high,delta_TUWR_pp,delta_TUWR_pp_CI_low,delta_TUWR_pp_CI_high,delta_below_floor_pp,delta_below_floor_pp_CI_low,delta_below_floor_pp_CI_high,delta_ERRF_exact_p,delta_below_floor_exact_p,delta_capacity_contribution_pct,delta_exceedance_contribution_pct
R01,ordinary,CLARA,1.5261656125631913,1.3333305056017957,0.19283510696139552,0.61035746295977511,0.3739022648851737,0.1603025179167632,0.20899797296451234,0.055076246888141847,0.02244106392302312,0.032635182965118713,0.61575354916104319,4.3181818181818192,0,0,0,0,0,0,0,0,0,1,1,0,0
R01,ordinary,FEASIBLE_STATE_ORACLE,1.5090354714523606,1.3131571306568444,0.19587834079551608,0.60509642508462436,0.36823558652985033,0.17162898521780462,0.19154733130315527,0.054057417547419773,0.023747598180234676,0.030309819367185083,0.61772384363958621,5.9090909090909083,-1.1224300278959043,-1.2456915613915807,-0.98412786625838855,1.1326467301041441,0.92563846788628135,1.3122617344311418,1.5909090909090908,0.72727272727272729,2.6363636363636358,0.001953125,0.00390625,-1.3218339332826516,0.19940390538674588
R01,ordinary,FIX_REFERENCE_PRICE,1.6254702936140863,1.4660119717040825,0.15945832191000378,0.67394484668201204,0.41117233963300714,0.064063194895159686,0.53888842065452214,0.096096578791868628,0.00715779655667949,0.088938782235189126,0.61768029578532313,0.45454545454545453,6.5068089749521496,6.0376140275542474,6.9830803531509389,-9.6239323021603518,-11.015854528847409,-8.1913290613724623,-3.8636363636363633,-6.0909090909090899,-1.8636363636363638,0.001953125,0.001953125,8.6937790374826118,-2.1869700625304693
R01,ordinary,GLOBAL_SCORE_SAME_SCREEN,1.5199274907790215,1.3260777480002865,0.19384974277873507,0.60962786015640391,0.37186497342407565,0.16330888471870603,0.20912154187111534,0.055407290452320901,0.022870427046459384,0.032536863405861496,0.61599096940910714,4.6363636363636358,-0.40874474780576708,-0.50953383822496812,-0.2933435034927821,0.30063668019428474,0.13725655075519344,0.46895154242054526,0.31818181818181801,-1.0408340855860843e-16,0.6374999999999833,0.001953125,0.1796875,-0.47522742891108199,0.066482681105326749
R01,ordinary,NO_BACKOFF_EXACT,1.5288593224234457,1.3364937137435526,0.19236560867989322,0.61130292814445009,0.37479080649802676,0.15697562037810059,0.21737724732104927,0.055768670120224642,0.02195895785314304,0.033809712267081585,0.61625220649787171,3.9999999999999996,0.17650180544497296,0.14244877672129452,0.20882859841103552,-0.33268975386626309,-0.4478341435272839,-0.21110172444550274,-0.31818181818181812,-0.95454545454545459,0.13636363636363649,0.001953125,0.5,0.20726506453283061,-0.030763259087838123
R01,ordinary,NO_G,1.5126695596023469,1.3166577850225285,0.19601177457981855,0.60492227693410561,0.36921891640785148,0.17789912109623696,0.18553392491372586,0.054170134152410253,0.024824880639915441,0.029345253512494812,0.61563019196914259,8.1363636363636367,-0.88431116844375213,-1.0984918639177852,-0.685990407626348,1.7596603179473769,1.4753535620546641,2.0213892667436602,3.8181818181818183,1.6363636363636365,6.4545454545454541,0.001953125,0.005859375,-1.0924581475312742,0.20814697908753324
R01,ordinary,NO_RWG,1.5051225156838099,1.3085032921754554,0.19661922350835467,0.60296866079984779,0.36692832852946011,0.23908773506595646,0.1618316214294328,0.059289129052412862,0.03380388795021981,0.025485241102193031,0.6169307440411721,9.8636363636363633,-1.3788213222835966,-1.6171437615685982,-1.1345395900193702,7.8785217149193247,6.5833150053831275,9.1317307375547916,5.5454545454545459,3.0454545454545459,8.3181818181818183,0.001953125,0.00390625,-1.6267705956657659,0.24794927338218128
R01,ordinary,NO_SCREEN,1.4953958348852505,1.2946596674181023,0.20073616746714809,0.59811478804046236,0.36303966988975411,0.25797275365842232,0.14725305899702268,0.060239686944972989,0.037155780093142993,0.02308390685182999,0.6180817797054291,11.272727272727272,-2.0161493238117889,-2.4626848514168631,-1.5783833092249486,9.7670235741659166,7.9283334907096785,11.477074805011124,6.954545454545455,3.5909090909090913,10.818181818181818,0.001953125,0.00390625,-2.5338559501904743,0.51770662637869003
R01,ordinary,OUTCOME_ORACLE,1.4439330745779562,1.2348329028343978,0.20910017174355824,0.57353447765753296,0.34623439893927538,0.34538789631520928,0.081577804318442443,0.06303157101049886,0.049367131671752842,0.013664439338746023,0.61291851812371101,34.227272727272727,-5.3881791928941265,-6.0624925134190262,-4.8421023146327675,18.508537839844607,16.660043289211409,20.366239429533785,29.909090909090914,23.136363636363637,37.363636363636367,0.001953125,0.001953125,-6.4539262290133346,1.065747036119205
R01,ordinary,STATE_ORACLE,1.4778613582298528,1.2741953388227976,0.20366601940705489,0.59216063755226023,0.3572912629809607,0.27694375225769458,0.12476779889699278,0.059343167443610935,0.039450752981532472,0.019892414462078446,0.62105698592864944,14.090909090909093,-3.16507290792718,-3.5917843680510542,-2.7833722904872014,11.664123434093138,10.036337543764283,13.209931795395089,9.7727272727272734,5.5454545454545459,14.772727272727273,0.001953125,0.001953125,-3.8747542397892678,0.70968133186206961
R01,ordinary,WIDTH_ONLY,1.4439330745779562,1.2311359378497451,0.21279713672821138,0.57349289430957762,0.34519592562897949,0.34595360656359675,0.081549390726374058,0.063094194559073197,0.04943500934576045,0.013659185213312736,0.6289217509582512,34.36363636363636,-5.3881791928941265,-6.0624925134190262,-4.8421023146327675,18.56510886468336,16.727902127026976,20.409758498528998,30.045454545454547,23.363636363636363,37.454545454545453,0.001953125,0.001953125,-6.6961650105859141,1.3079858176918082
R01,ordinary,WIDTH_SAME_SCREEN,1.4695104625521582,1.2626089951908113,0.20690146736134665,0.58354832062528372,0.35403667207309941,0.24434801116690602,0.12364029442848859,0.054205178071621798,0.033922342627188566,0.020282835444433208,0.62471873714476878,22.181818181818176,-3.7122543939304808,-4.2515351778590516,-3.2726451050055902,8.4045493250142833,7.2058114246635636,9.7555297864760124,17.863636363636363,13.181818181818178,23.092045454545442,0.001953125,0.001953125,-4.6339342092898947,0.92167981535940335
R01,overall,CLARA,1.6521871659581904,1.4375411506498854,0.21464601530830452,0.59075761008940009,0.4029813056596831,0.18549606741938107,0.18244422642335767,0.05484610146066142,0.026020215973991862,0.02882588548666954,0.67095193563108724,10.636363636363635,0,0,0,0,0,0,0,0,0,1,1,0,0
R01,overall,FEASIBLE_STATE_ORACLE,1.6395917974176151,1.4228950928262751,0.21669670459133988,0.58731233206397193,0.39886724447327571,0.19752904639797111,0.16682811868613717,0.054181381354981309,0.027396408475343491,0.026784972879637797,0.6739050670935921,13.454545454545459,-0.76234513861936914,-0.86829544061778619,-0.66573140278370857,1.2032978978590065,0.99081013900379999,1.3866749564280485,2.8181818181818179,2.2272727272727271,3.3636363636363646,0.001953125,0.001953125,-0.88646481012435785,0.1241196715050177
R01,overall,FIX_REFERENCE_PRICE,1.7831198823042538,1.6136891706996437,0.16943071160460957,0.66345057980367739,0.45246108657253636,0.074425693928616379,0.51658793435110373,0.092865158658659436,0.0085312374222248008,0.084333921236434614,0.67220294991523288,1.6818181818181819,7.9248113678530352,7.4107408596484934,8.4582602289676014,-11.107037349076469,-12.721679718223857,-9.4427608299103056,-8.954545454545455,-13.045454545454547,-5.3181818181818183,0.001953125,0.001953125,10.661505165947755,-2.7366937980947341
R01,overall,GLOBAL_SCORE_SAME_SCREEN,1.6474694731910013,1.432115667061826,0.21535380612917554,0.59034406658529837,0.40145729341584613,0.18851154633546002,0.18328000318877394,0.055229924298993795,0.026421774355701793,0.028808149943291977,0.67135862703632498,11.090909090909092,-0.28554227174697466,-0.35611582085286198,-0.20592946716270155,0.30154789160789647,0.1390152806315868,0.47203196827897093,0.45454545454545425,-0.0454545454545454,0.90909090909090906,0.001953125,0.15234375,-0.32838189884575603,0.042839627098818348
R01,overall,NO_BACKOFF_EXACT,1.6566440784975136,1.4430808178253245,0.21356326067218884,0.59241788178228194,0.40453739194491867,0.18164186868787308,0.19034817705824178,0.055405460174532448,0.025475714711392861,0.029929745463139562,0.67191214716379366,10.136363636363635,0.26975833193441101,0.20954874544756863,0.32827847586529846,-0.38541987315079812,-0.49931989072690086,-0.26211759024435971,-0.5,-0.90909090909090917,-0.13636363636363638,0.001953125,0.046875,0.335292955276428,-0.065534623342006951
R01,overall,NO_G,1.6360044173988679,1.4179928141942644,0.21801160320460369,0.58498322352768073,0.39749019991372209,0.20478701047630116,0.16010275788183498,0.054341074168635282,0.028624994212630279,0.025716079956004972,0.67067956160064846,16.454545454545453,-0.97947429278917308,-1.1142832653092605,-0.84684360086519428,1.9290943056920127,1.6280468698606747,2.2089173195616558,5.8181818181818183,4.4545454545454541,7.0454545454545467,0.001953125,0.001953125,-1.1831792945978932,0.20370500180875664
R01,overall,NO_RWG,1.6069880977858013,1.3802842391445087,0.22670385864129233,0.57210118806908206,0.38689790355143139,0.26882499666085874,0.13853873795477764,0.0603489468663016,0.038236391509207837,0.022112555357093732,0.67560528163978617,35.13636363636364,-2.7357111290823855,-3.0461790797026715,-2.4132318942242157,8.3328929241477674,6.9318315636530734,9.6445641040548455,24.500000000000004,17.727272727272727,30.500000000000004,0.001953125,0.001953125,-3.4655221082152883,0.72981097913291426
R01,overall,NO_SCREEN,1.5929285309044787,1.3605258622567176,0.23240266864776107,0.56561912855056284,0.38134779768407406,0.29240957851361815,0.12459151677679933,0.062421038547826213,0.042567119031530008,0.019853919516296163,0.67723207765028381,42.63636363636364,-3.5866780879722171,-4.1350869033472373,-3.0282532810926646,10.69135110942371,8.6517276251609143,12.55795134806165,31.999999999999996,22.818181818181817,40.090909090909086,0.001953125,0.001953125,-4.6614142743629552,1.0747361863907554
R01,overall,OUTCOME_ORACLE,1.5463962943561638,1.3052206593238833,0.24117563503228037,0.54444400633371381,0.36581262832091876,0.38133802210523327,0.067702034351961871,0.067028705453070186,0.055340662540090145,0.011688042912980054,0.67463696598459177,66.36363636363636,-6.4030803399125151,-7.0556600677437942,-5.8326024218084633,19.584195468585222,17.643026782143039,21.526379688993512,55.727272727272727,50.636363636363633,60.545454545454547,0.001953125,0.001953125,-8.0088076007576579,1.6057272608451676
R01,overall,STATE_ORACLE,1.5778577954940254,1.3425194340194841,0.23533836147454118,0.56041700763328739,0.37628981222417723,0.3120289752550317,0.10464015589029405,0.062011529293992604,0.044951974966535899,0.017059554327456698,0.68126906497342088,50.954545454545453,-4.4988468616421802,-5.0210225628238687,-3.9989221662482315,12.653290783565065,10.858664345758934,14.320243308587138,40.31818181818182,32.5,47.5,0.001953125,0.001953125,-5.7512682938251229,1.2524214321829623
R01,overall,WIDTH_ONLY,1.5463962943561638,1.3018139195388962,0.2445823748172673,0.54435937235765341,0.36485567894311338,0.38195324857482882,0.06767253764141723,0.067105564788730976,0.055422383388502791,0.01168318140022818,0.69090018730049418,66.454545454545439,-6.4030803399125151,-7.0556600677437942,-5.8326024218084633,19.645718115544781,17.720930590742661,21.57075780134107,55.818181818181799,50.772727272727259,60.590909090909086,0.001953125,0.001953125,-8.2150033547969006,1.811923014884401
R01,overall,WIDTH_SAME_SCREEN,1.5992572788212385,1.3700777046093542,0.22917957421188437,0.56708053838536843,0.38403089946852287,0.27663138670955734,0.105646479015796,0.05635429558766588,0.038584156378649204,0.017770139209016676,0.68295953413707322,40.909090909090907,-3.2036253656682501,-3.6867076971330235,-2.8176290821093231,9.1135319290176238,7.8016806522662669,10.573060610626332,30.272727272727273,25.454545454545453,35.682954545454528,0.001953125,0.001953125,-4.0832810852519614,0.879655719583748
R01,ramp,CLARA,1.8326894072833226,1.5880723512578478,0.24461705602547493,0.56811013985355807,0.44514319841871297,0.21073381643978065,0.15929902573095386,0.055194060514539747,0.029634688541875575,0.025559371972664148,0.75835926472541437,40,0,0,0,0,0,0,0,0,0,1,1,0,0
R01,ramp,FEASIBLE_STATE_ORACLE,1.8232588619380572,1.5771992868762301,0.2460595750618273,0.5658289647915955,0.44208896685084281,0.22329182514404189,0.14473267464434419,0.054725537459102788,0.031047046916243631,0.023678490542859146,0.76233204426752277,42.863636363636353,-0.51457411756663518,-0.59556989730947196,-0.438322088254394,1.2558008704261214,1.0399878779851,1.4438431021681066,2.8636363636363633,2.136363636363638,3.6363636363636349,0.001953125,0.001953125,-0.59328461977282632,0.078710502206191024
R01,ramp,FIX_REFERENCE_PRICE,1.9923921110367668,1.8034090417395678,0.18898306929719888,0.64455424922510107,0.50563103282369037,0.084383742214284296,0.49498709806130259,0.089813765154365358,0.0098923515848495201,0.079921413569515834,0.75609128503768608,10.409090909090908,8.7141172486056249,8.0043866027762522,9.4263835228740973,-12.635007422549638,-14.893169251722961,-10.385146659251117,-29.59090909090909,-35.818181818181813,-23.59090909090909,0.001953125,0.001953125,11.749764560538559,-3.035647311932947
R01,ramp,GLOBAL_SCORE_SAME_SCREEN,1.8295802227204188,1.5845299974457305,0.24505022527468828,0.56802536677409698,0.444148155213062,0.21382339472546263,0.160813116909577,0.055618786863932776,0.030005816942740966,0.02561296992119181,0.7593072537587362,40.181818181818187,-0.16965147234155875,-0.23110166687296624,-0.10463240553047037,0.30895782856819931,0.13475321829687564,0.49410630752346979,0.18181818181818188,-0.4545454545454552,0.77272727272727326,0.00390625,0.6796875,-0.19328718756378394,0.023635715222224237
R01,ramp,NO_BACKOFF_EXACT,1.8368442860818159,1.5933060829171233,0.24353820316469244,0.5694235990211165,0.44661334776120609,0.20650919348029423,0.16688257075536528,0.055680201047226374,0.029057667863944741,0.026622533183281626,0.76002922938345419,39.136363636363633,0.22670938032278709,0.1318087237684723,0.32300564034923918,-0.42246229594864182,-0.56311647153148459,-0.27550759032257066,-0.86363636363636331,-1.7727272727272723,-5.5511151231257827e-16,0.00390625,0.125,0.28557657606771597,-0.058867195744952978
R01,ramp,NO_G,1.8145073224944124,1.566740383511062,0.24776693898335025,0.56284191307914466,0.43915107264714381,0.23196107351833475,0.13819517980158624,0.055038927102545876,0.032437293902861979,0.022601633199683887,0.75824444118235657,45.95454545454546,-0.99209853653611235,-1.1657986276564689,-0.82281948681861483,2.1227257078554067,1.7395058452353984,2.5140502252428223,5.954545454545455,3.8636363636363633,8.0000000000000018,0.001953125,0.001953125,-1.1639707013097835,0.17187216477365574
R01,ramp,NO_RWG,1.7432143476998962,1.4721439419931641,0.27107040570673208,0.52791982517335057,0.41257903851290284,0.30201580468618461,0.11987512084878327,0.062729045041810788,0.043319269608705524,0.01940977543310524,0.7723041091431242,66.13636363636364,-4.8821725726051586,-5.5739868304463425,-4.2019020919689893,9.1281988246403891,7.3923740293905809,10.761754177620205,26.136363636363637,21.136363636363637,30.818181818181817,0.001953125,0.001953125,-6.3255895300082292,1.443416957403062
