zone_or_farm,price_id,regime,method,ERRF,capacity,exceedance,coverage,width,TUWR,TOWR,ARD,under_gap,over_gap,IS,below_floor
zone1,R02,ordinary,WIDTH_ONLY,1.5867018179735402,1.1537784415451811,0.43292337642835887,0.56780618862485455,0.32363379970012268,0.37284481426916932,0.090230950212643393,0.067136546891833251,0.052681818659836455,0.014454728231996783,0.62524198480403992,0.39090909090909093
zone1,R02,ordinary,WIDTH_SAME_SCREEN,1.6137451362577715,1.1980056464058642,0.41573948985190667,0.58198923105577838,0.33605717185200012,0.24313341058924917,0.14156000285756268,0.055193443911611496,0.032764124997009605,0.022429318914601849,0.6150042003256162,0.17272727272727273
zone1,R02,overall,CLARA,1.8118252887708342,1.390252979548722,0.42157230922211225,0.59515399410402792,0.3897446696952479,0.17699347762909831,0.19576435140166532,0.055703942137188406,0.024507480592135672,0.031196461545052737,0.65306721899329434,0.05909090909090909
zone1,R02,overall,FEASIBLE_STATE_ORACLE,1.8007446522960897,1.3764357391700535,0.42430891312603597,0.59230641761530389,0.38586342239786919,0.18694538229460941,0.18278842628637698,0.054827370038730568,0.025464658443467139,0.029362711595263418,0.65540103193985599,0.090909090909090912
zone1,R02,overall,FIX_REFERENCE_PRICE,1.8861103350522064,1.5455634089467776,0.34054692610542814,0.66392358746118985,0.43337119480706104,0.080785916193575905,0.50321839898768128,0.094319037892019161,0.0091567887185118463,0.085162249173507287,0.65670507686766011,0.018181818181818181
zone1,R02,overall,GLOBAL_SCORE_SAME_SCREEN,1.8049232816937255,1.3802782943428356,0.42464498735088968,0.59388131606576933,0.386942791828426,0.18348108847938538,0.19180590672079029,0.055864212976466342,0.025236702953488854,0.030627510022977499,0.65516588150060129,0.068181818181818177
zone1,R02,overall,NO_BACKOFF_EXACT,1.8155175443630345,1.396417084516985,0.41910045984605016,0.59730139972906926,0.39147615985487216,0.17018915009632146,0.20457040879542754,0.056196014847151844,0.02368176239768462,0.032514252449467207,0.65351452267192833,0.054545454545454543
zone1,R02,overall,NO_G,1.7919427354268578,1.3587553874777503,0.43318734794910768,0.58538933194042497,0.38089703147306475,0.21220389807107631,0.15983505175625642,0.055265798772212306,0.029134302944035521,0.026131495828176785,0.65355427521315312,0.10909090909090909
zone1,R02,overall,NO_RWG,1.7668360158859013,1.3138938348050166,0.4529421810808843,0.57131750542709914,0.368295471733533,0.28645291262733391,0.13870344432744264,0.062190215566749731,0.039762907827011876,0.022427307739737834,0.65997711717285945,0.40000000000000002
zone1,R02,overall,NO_SCREEN,1.7588508809284116,1.2925471748221975,0.46630370610621524,0.56427954969712313,0.36229921892936989,0.31877902365862992,0.13413689088207756,0.06696134523128458,0.045866833608620781,0.021094511622663761,0.66211024099431881,0.48636363636363639
zone1,R02,overall,OUTCOME_ORACLE,1.6937953983171812,1.3356666982837886,0.35812870003339292,0.56393368978821778,0.37441144462082854,0.29058333575241774,0.094833618235832695,0.055960821413856741,0.040254602737323508,0.01570621867653323,0.5745193265788876,0.42727272727272725
zone1,R02,overall,STATE_ORACLE,1.7443756537405888,1.27208485263543,0.47229080110515931,0.5582561479362913,0.3565513756184801,0.33919673391971567,0.11053030376287984,0.065866337437918962,0.048272495480832185,0.017593841957086721,0.66577219066926163,0.57272727272727275
zone1,R02,overall,WIDTH_ONLY,1.7255928045861109,1.2328592259366946,0.49273357864941669,0.54120407128093728,0.34553294115254352,0.41314633534072776,0.072009048991481264,0.071172062829811325,0.059311609826497663,0.011860453003313644,0.6766392629098934,0.69090909090909092
zone1,R02,overall,WIDTH_SAME_SCREEN,1.7742538191816322,1.3208958031971003,0.45335801598453157,0.569691122855846,0.37026231678748917,0.27605751930386341,0.11541413975143093,0.056212608424916988,0.037447410669907956,0.018765197755009039,0.66516687990913592,0.34999999999999998
zone1,R02,ramp,CLARA,2.083640507431757,1.6081895623820297,0.4754509450497274,0.57859196798303203,0.45075693313026244,0.20835947009068762,0.15490739162945005,0.054065210417783734,0.029049482950376123,0.02501572746740759,0.74025327956192688,0.37272727272727274
zone1,R02,ramp,FEASIBLE_STATE_ORACLE,2.0756265737241946,1.5986942030419711,0.47693237068222399,0.57676132143985537,0.44808969736058302,0.21935283594380522,0.14334581819113945,0.053506735495308308,0.03010975022328195,0.023396985272026348,0.74234808426870291,0.40000000000000002
