zone_or_farm,predictor,horizon_steps,target_coverage,method,coverage,TUWR,width,overall_gap_pp,TUWR_pct
zone1,Ridge,1,0.98999999999999999,EEE,0.99115549215406562,0.051527860994607502,0.7140188828113454,0.11554921540656291,5.1527860994607551
zone1,GBR,1,0.10000000000000001,Static,0.097860199714693202,0.0407429598562013,0.028420426555641101,-0.21398002853067061,4.0742959856201324
zone1,GBR,1,0.10000000000000001,ACI,0.23651925820256769,0,0.058059209599137199,13.651925820256777,0
zone1,GBR,1,0.10000000000000001,AgACI,0.28017118402282448,0,0.073228519253067906,18.017118402282453,0
zone1,GBR,1,0.10000000000000001,EnbPI-RH,0.1118402282453637,0.037447573397243798,0.0304654244098309,1.1840228245363766,3.7447573397243854
zone1,GBR,1,0.10000000000000001,TSC,0.21398002853067041,0,0.0513069471263842,11.398002853067046,0
zone1,GBR,1,0.10000000000000001,EEE,0.1677603423680456,0,0.047543394954419199,6.7760342368045645,0
zone1,GBR,1,0.20000000000000001,Static,0.19058487874465041,0.115338526063511,0.055659572423096403,-0.94151212553495156,11.533852606351108
zone1,GBR,1,0.20000000000000001,ACI,0.35606276747503562,0,0.096158846932002107,15.606276747503568,0
zone1,GBR,1,0.20000000000000001,AgACI,0.40427960057061341,0,0.1127846621384886,20.427960057061341,0
zone1,GBR,1,0.20000000000000001,EnbPI-RH,0.21027104136947211,0.0110844817255841,0.058390017072077999,1.0271041369472185,1.1084481725584181
zone1,GBR,1,0.20000000000000001,TSC,0.33380884450784593,0,0.086629683499528806,13.380884450784592,0
zone1,GBR,1,0.20000000000000001,EEE,0.28388017118402281,0,0.080748274641416401,8.3880171184022778,0
zone1,GBR,1,0.29999999999999988,Static,0.29386590584878741,0.103355302576393,0.083915263798365905,-0.61340941512125213,10.335530257639306
zone1,GBR,1,0.29999999999999988,ACI,0.46219686162624818,0,0.13005049276499281,16.219686162624825,0
zone1,GBR,1,0.29999999999999988,AgACI,0.49871611982881592,0,0.14940795875555801,19.8716119828816,0
zone1,GBR,1,0.29999999999999988,EnbPI-RH,0.31212553495007128,0.035050928699820197,0.086750917416553802,1.2125534950071348,3.5050928699820254
zone1,GBR,1,0.29999999999999988,TSC,0.44479315263908697,0,0.1209801024150281,14.479315263908704,0
zone1,GBR,1,0.29999999999999988,EEE,0.38544935805991443,0,0.1125311581838677,8.5449358059914431,0
zone1,GBR,1,0.40000000000000002,Static,0.39457917261055631,0.1282204913121629,0.1150939856861435,-0.54208273894436598,12.822049131216298
zone1,GBR,1,0.40000000000000002,ACI,0.55891583452211124,0,0.16567861848628529,15.891583452211124,0
zone1,GBR,1,0.40000000000000002,AgACI,0.59229671897289582,0,0.1850688524007548,19.229671897289581,0
zone1,GBR,1,0.40000000000000002,EnbPI-RH,0.40770328102710413,0.086578789694427699,0.1179005068193978,0.7703281027104103,8.6578789694427805
zone1,GBR,1,0.40000000000000002,TSC,0.54065620542082726,0,0.1558573271138475,14.065620542082735,0
zone1,GBR,1,0.40000000000000002,EEE,0.4776034236804565,0,0.14593549084814539,7.7603423680456478,0
zone1,GBR,1,0.5,Static,0.4878744650499286,0.16536848412222879,0.1483657915235129,-1.2125534950071348,16.536848412222888
zone1,GBR,1,0.5,ACI,0.63680456490727533,0,0.2007566586064887,13.680456490727533,0
zone1,GBR,1,0.5,AgACI,0.66248216833095575,0,0.22205024029340381,16.248216833095576,0
zone1,GBR,1,0.5,EnbPI-RH,0.50699001426533508,0.088076692630317505,0.15335116093335621,0.69900142653351871,8.8076692630317552
zone1,GBR,1,0.5,TSC,0.62624821683309562,0,0.19227001708075811,12.624821683309564,0
zone1,GBR,1,0.5,EEE,0.56176890156918691,0.0017974835230676999,0.18113096283918981,6.1768901569186907,0.1797483523067705
zone1,GBR,1,0.59999999999999987,Static,0.59144079885877321,0.176752546434991,0.1897112286194087,-0.85592011412267677,17.675254643499102
zone1,GBR,1,0.59999999999999987,ACI,0.72039942938659063,0,0.244912363732015,12.039942938659063,0
zone1,GBR,1,0.59999999999999987,AgACI,0.74322396576319527,0,0.26544901889815897,14.322396576319541,0
zone1,GBR,1,0.59999999999999987,EnbPI-RH,0.60228245363766053,0.13990413421210299,0.19536623072695311,0.22824536376605531,13.990413421210304
zone1,GBR,1,0.59999999999999987,TSC,0.71098430813124114,0,0.2346001515182676,11.098430813124116,0
zone1,GBR,1,0.59999999999999987,EEE,0.65677603423680453,0.016177351707609301,0.2238597104941342,5.6776034236804556,1.6177351707609346
zone1,GBR,1,0.69999999999999984,Static,0.68587731811697572,0.1788496105452366,0.23446589362309109,-1.4122681883024235,17.884961054523668
zone1,GBR,1,0.69999999999999984,ACI,0.79400855920114122,0,0.29282790200265257,9.4008559201141253,0
zone1,GBR,1,0.69999999999999984,AgACI,0.80884450784593442,0,0.31438545106809052,10.884450784593447,0
zone1,GBR,1,0.69999999999999984,EnbPI-RH,0.70099857346647643,0.092869982025164693,0.2420726460780403,0.099857346647647102,9.2869982025164752
zone1,GBR,1,0.69999999999999984,TSC,0.78630527817403695,0,0.2825116095272478,8.6305278174037099,0
