price_id,cart_share,cart_win,cart_loss,cart_tie,cart_gross_gain,cart_gross_loss,cart_difference,cart_min,cart_max,lin_share,actual_difference,clara_predicted_difference,lin_predicted_difference,clara_bias,clara_mse,clara_min,clara_max,lin_bias,lin_mse,lin_min,lin_max,cart_win_pct,cart_loss_pct,cart_tie_pct,gain_per_win,loss_per_defeat,clara_RMSE,lin_RMSE,RMSE_reduction_pct
ALL,0.734396667038757,0.3062665100264251,0.32344238763049415,0.10468776938183759,0.20904646937157154,0.12749417507011745,0.08155229430145396,-37.09295091603699,57.5317132385605,0.7096317687054743,0.04382716711362896,0.07984582160705933,-0.6583612232595334,0.03601865449343011,1.1885988929721902,-58.66130933723996,49.75828543245589,-0.7021883903731623,3.3288822320716864,-63.22084828202149,47.35218482031945,41.70314542158212,44.041919326061546,14.254935252356313,0.6825639190962627,0.3941789324649955,1.2941992263323732,2.1658715205380945,40.24579879000214
R01,0.7881152521819725,0.40246724397005196,0.3071835468644923,0.078464461347428,0.1338443904935128,0.05132696931138865,0.08251742118212409,-3.213533711405167,3.497926955240374,0.6571772931394592,-0.027596293713970644,-0.018986577208370697,-0.1775113118179464,0.008609716505599945,0.041608931339137324,-2.710352865675577,3.060514185526524,-0.14991501810397564,0.10828571606398181,-3.8581743171543392,2.960245630956857,51.06705432432412,38.97698287325682,9.955962802419016,0.3325597113773371,0.16708892724007282,0.251623967744232,0.40592360958231183,38.011989989163574
R02,0.7850194751825843,0.28878850605189754,0.22326502618595076,0.272965942944736,0.08226980020128864,0.04982257177163561,0.03244722842965286,-3.372987759736186,3.268794793145488,0.71526167925662,-0.020280743185362455,-0.010204772109143275,-0.2162926028537854,0.01007597107621917,0.05009912299750898,-3.195590037222451,3.501610726203088,-0.1960118596684229,0.1462964965043936,-3.807081532466405,3.006303750341306,36.787432055074746,28.440699020113165,34.77186892481209,0.28487906712777594,0.2231543946795316,0.2646565109387861,0.4522561527001043,41.4808379369285
R05P6179775281,0.6548783101644323,0.27730442843558034,0.32879532884350093,0.048778552885351,0.10210095939628117,0.10679859852883583,-0.004697639132554707,-10.52477404807686,13.810187529365384,0.7549850379715167,0.024449791280090522,0.053872727387369396,-0.4759201885632015,0.029422936107278804,0.2880772364848925,-12.7963789945566,12.573776765438344,-0.5003699798432921,0.8601529066709203,-14.81094575821832,11.945036358748547,42.34442096058311,50.20708790323873,7.448491136178151,0.36819087229254216,0.3248178704499465,0.6177109479600758,1.0673790099273666,42.12824664763551
R10,0.699089257196804,0.2783993374847504,0.3644913425982072,0.05619857711384641,0.21577136258164722,0.16260839135782942,0.05316297122381762,-19.80064661885072,26.914745038982165,0.7151967864253852,0.06155310914342236,0.11039976202441473,-0.774162535040769,0.04884665288099212,0.9938886731135732,-26.409363951837697,29.83856376687636,-0.8357156441841916,2.691481599993226,-29.24643484010118,28.748355844848383,39.82314627477916,52.138026560404924,8.038827164815906,0.7750426582587192,0.4461241526306398,1.1788433376962406,1.9399160239627393,39.23224906982452
R20,0.7448810404679911,0.2843730341898453,0.3934766936603194,0.06703131261782652,0.5112458341851279,0.26691434438089773,0.2443314898042299,-37.09295091603699,57.5317132385605,0.7055380467343906,0.18100997204396496,0.2641479679410265,-1.6479194780219646,0.08313799589706056,4.56932050092584,-58.66130933723996,49.75828543245589,-1.8289294500659292,12.83819444112591,-63.22084828202149,47.35218482031945,38.176973065548886,52.824098383965755,8.998928550485369,1.7977999765048893,0.678348549434848,2.5448699377271726,4.265714206380586,40.341293049576606
