method,excess_over_price_min_pct
CLARA,3.8438972409368777
LinUCB,4.139660879565477
CART,9.030313636354181
EEE,9.76906454045514
TSC,12.576206142872891
ACI,15.783207598091753
EnbPI-RH,18.12336029032955
AgACI,21.520236577491602
Static,23.571426262995267
